referenceID,total_covered_bases,total_polymorphic_bases,total_polymorphic_rate,dominant_allele_distr_mean,dominant_allele_distr_sd,dominant_allele_distr_perc_10,dominant_allele_distr_perc_20,dominant_allele_distr_perc_30,dominant_allele_distr_perc_40,dominant_allele_distr_perc_50,dominant_allele_distr_perc_60,dominant_allele_distr_perc_70,dominant_allele_distr_perc_80,dominant_allele_distr_perc_90,dominant_allele_distr_perc_95,dominant_allele_distr_perc_98,dominant_allele_distr_perc_99
contig_13143,18849,608,0.03225635312218155,0.6397147394469328,0.09368522661393223,0.5,0.5454545454545454,0.5838235294117647,0.6111111111111112,0.6363636363636364,0.6666666666666666,0.7,0.7272727272727273,0.7692307692307693,0.7857142857142857,0.7889473684210527,0.7894736842105263
contig_2117,1614,79,0.04894671623296159,0.619306010445251,0.09485446109007141,0.5,0.5,0.5454545454545454,0.6,0.6,0.6923076923076923,0.7,0.7272727272727273,0.7272727272727273,0.7272727272727273,0.7692307692307693,0.7692307692307693
contig_5424,4960,2,0.0004032258064516129,0.6756756756756757,0.1216216216216216,0.5783783783783784,0.6027027027027027,0.6270270270270271,0.6513513513513514,0.6756756756756757,0.7,0.7243243243243243,0.7486486486486487,0.772972972972973,0.7851351351351351,0.7924324324324324,0.7948648648648649
contig_9194,1481,48,0.03241053342336259,0.6454486416134182,0.0766305610754342,0.5465384615384615,0.5744360902255639,0.6008695652173913,0.625,0.6357894736842105,0.658102766798419,0.7,0.7272727272727273,0.7407894736842106,0.7625,0.7692307692307693,0.7692307692307693
contig_1539,7597,201,0.02645781229432671,0.6477830975836087,0.07730463485050938,0.5333333333333333,0.5535714285714286,0.6065573770491803,0.6363636363636364,0.6578947368421053,0.6842105263157895,0.704225352112676,0.7209302325581395,0.7424242424242424,0.7580645161290323,0.7692307692307693,0.7727272727272727
contig_6511,208,1,0.004807692307692308,0.6666666666666666,0.0,0.6666666666666666,0.6666666666666666,0.6666666666666666,0.6666666666666666,0.6666666666666666,0.6666666666666666,0.6666666666666666,0.6666666666666666,0.6666666666666666,0.6666666666666666,0.6666666666666666,0.6666666666666666
contig_13510,2166,0,0.0,,,,,,,,,,,,,,
contig_6626,8467,57,0.006732018424471477,0.6623153450512096,0.08573697410767478,0.52,0.5866666666666667,0.6145299145299146,0.6445378151260505,0.6666666666666666,0.7,0.7272727272727273,0.75,0.7692307692307693,0.7857142857142857,0.7890225563909774,0.7894736842105263
contig_25170,5781,130,0.022487458917142364,0.6244605111091179,0.08120534778274632,0.5,0.5384615384615384,0.586764705882353,0.6251012145748988,0.6666666666666666,0.6666666666666666,0.6743589743589743,0.6923076923076923,0.7142857142857143,0.7272727272727273,0.7298181818181818,0.7333333333333333
contig_4562,2027,4,0.001973359644795264,0.6,0.0,0.6,0.6,0.6,0.6,0.6,0.6,0.6,0.6,0.6,0.6,0.6,0.6
contig_23443,67317,100,0.0014855088610603562,0.6896769195708592,0.08211115071468172,0.5529761904761905,0.6210654490106545,0.6552933673469388,0.6815546772068511,0.7043854033290653,0.7205882352941176,0.743943661971831,0.7734285714285715,0.7857142857142857,0.7916937229437229,0.7949267399267399,0.7976215805471125
contig_19300,122,1,0.00819672131147541,0.6363636363636364,0.0,0.6363636363636364,0.6363636363636364,0.6363636363636364,0.6363636363636364,0.6363636363636364,0.6363636363636364,0.6363636363636364,0.6363636363636364,0.6363636363636364,0.6363636363636364,0.6363636363636364,0.6363636363636364
contig_17003,880,41,0.04659090909090909,0.6291574279379157,0.06800114065872821,0.5454545454545454,0.5454545454545454,0.5833333333333334,0.6,0.6363636363636364,0.6666666666666666,0.6666666666666666,0.7,0.7272727272727273,0.7272727272727273,0.7272727272727273,0.7272727272727273
contig_16989,1348,0,0.0,,,,,,,,,,,,,,
contig_22979,715,113,0.15804195804195803,0.6062585084106221,0.10359420192531436,0.5,0.5,0.5454545454545454,0.5833333333333334,0.631578947368421,0.6470588235294118,0.7,0.703529411764706,0.7222222222222222,0.7272727272727273,0.75,0.7629411764705881
contig_10190,1076,13,0.012081784386617101,0.6886472501857117,0.0686295412396411,0.6,0.6171428571428572,0.6725274725274725,0.6984615384615385,0.7,0.7066666666666666,0.74,0.75,0.7653846153846154,0.7692307692307693,0.7692307692307693,0.7692307692307693
contig_15486,661,0,0.0,,,,,,,,,,,,,,
contig_2362,343,3,0.008746355685131196,0.7348484848484849,0.010713739108887075,0.7272727272727273,0.7272727272727273,0.7272727272727273,0.7272727272727273,0.7272727272727273,0.7318181818181818,0.7363636363636363,0.740909090909091,0.7454545454545455,0.7477272727272727,0.7490909090909091,0.7495454545454545
contig_18795,834,6,0.007194244604316547,0.7181818181818183,0.01285648693066453,0.7,0.7,0.7136363636363636,0.7272727272727273,0.7272727272727273,0.7272727272727273,0.7272727272727273,0.7272727272727273,0.7272727272727273,0.7272727272727273,0.7272727272727273,0.7272727272727273
contig_3533,304,2,0.006578947368421052,0.7573529411764706,0.007352941176470562,0.7514705882352941,0.7529411764705882,0.7544117647058823,0.7558823529411764,0.7573529411764706,0.7588235294117647,0.7602941176470588,0.7617647058823529,0.763235294117647,0.7639705882352941,0.7644117647058823,0.7645588235294117
contig_13717,121,0,0.0,,,,,,,,,,,,,,
contig_8549,1501,39,0.02598267821452365,0.7338427611882989,0.06081280152022028,0.625,0.6771929824561403,0.7272727272727273,0.75,0.75,0.7727272727272727,0.784472049689441,0.7857142857142857,0.7864661654135339,0.7894736842105263,0.79,0.7908333333333333
contig_13632,3924,17,0.004332313965341488,0.7466441652088708,0.04628322878641167,0.6866666666666666,0.72,0.7353043478260869,0.7586206896551724,0.7619047619047619,0.7692307692307693,0.7777777777777778,0.7805555555555556,0.7894736842105263,0.7901996370235935,0.7919419237749546,0.7925226860254084
contig_13817,640,27,0.0421875,0.6341004674338008,0.06471400096048413,0.55,0.6153846153846154,0.6321678321678321,0.6363636363636364,0.6363636363636364,0.6402597402597403,0.6428571428571429,0.6428571428571429,0.7272727272727273,0.7272727272727273,0.7553246753246754,0.7705194805194804
contig_9897,756,17,0.022486772486772486,0.6033868092691621,0.06818781794114041,0.5,0.5454545454545454,0.5890909090909091,0.6,0.6,0.6,0.6363636363636364,0.6606060606060606,0.7,0.7054545454545454,0.7185454545454545,0.722909090909091
contig_9950,1381,0,0.0,,,,,,,,,,,,,,
contig_22764,4847,10,0.0020631318341242004,0.6864835164835165,0.09361199136297224,0.5346153846153846,0.621978021978022,0.6828571428571428,0.7085714285714285,0.7142857142857143,0.7142857142857143,0.7307692307692308,0.7725274725274726,0.7857142857142857,0.7857142857142857,0.7857142857142857,0.7857142857142857
contig_24454,50071,268,0.005352399592578538,0.709209107370601,0.0709383597632263,0.6,0.6666666666666666,0.6960869565217391,0.7222222222222222,0.7333333333333333,0.7413043478260868,0.75,0.7666666666666667,0.7742424242424243,0.782608695652174,0.7881954887218044,0.7894736842105263
contig_22673,5037,27,0.005360333531864205,0.6418979803783725,0.0767936730744682,0.5176470588235295,0.5714285714285714,0.5942857142857143,0.6416666666666667,0.6875,0.7,0.7,0.7,0.7058823529411765,0.720855614973262,0.7301818181818182,0.7317575757575757
contig_16934,426,8,0.018779342723004695,0.6105519480519481,0.04948902975865489,0.5714285714285714,0.5714285714285714,0.5742857142857143,0.5942857142857143,0.6,0.6,0.6,0.6257142857142858,0.6681818181818182,0.6977272727272728,0.7154545454545455,0.7213636363636363
contig_9201,822,7,0.00851581508515815,0.5978687978687979,0.019413976532245837,0.5833333333333334,0.5833333333333334,0.5833333333333334,0.5833333333333334,0.5833333333333334,0.5933333333333334,0.6030769230769231,0.6123076923076923,0.6237762237762238,0.6300699300699301,0.6338461538461538,0.6351048951048951
contig_23215,366,47,0.1284153005464481,0.638995047505686,0.09666745442545804,0.52,0.5454545454545454,0.5833333333333334,0.6,0.6428571428571429,0.7,0.7028571428571427,0.7321212121212121,0.75,0.7857142857142857,0.7857142857142857,0.7857142857142857
contig_13881,23890,2404,0.10062787777312683,0.648376500702576,0.09397059843087383,0.5263157894736842,0.5555555555555556,0.6,0.625,0.6666666666666666,0.6923076923076923,0.7142857142857143,0.7368421052631579,0.7692307692307693,0.7777777777777778,0.7857142857142857,0.7894736842105263
contig_22365,3377,34,0.010068107787977496,0.7195858063505123,0.06877735445203,0.6046153846153847,0.6923076923076923,0.725974025974026,0.7272727272727273,0.7386363636363636,0.7692307692307693,0.7692307692307693,0.7692307692307693,0.7692307692307693,0.7692307692307693,0.7748351648351648,0.7802747252747253
contig_12181,484,3,0.006198347107438017,0.6666666666666666,0.04714045207910316,0.62,0.64,0.6599999999999999,0.6799999999999999,0.7,0.7,0.7,0.7,0.7,0.7,0.7,0.7
contig_25536,18074,37,0.002047139537457121,0.6470278694427303,0.09686804231935625,0.5263157894736842,0.5263157894736842,0.5682539682539682,0.6089411764705883,0.6666666666666666,0.6923076923076923,0.7232323232323232,0.75,0.7665158371040723,0.7725274725274724,0.7857142857142857,0.7857142857142857
contig_12252,122,15,0.12295081967213115,0.7066355866355866,0.06346066215938705,0.6145454545454545,0.6606060606060605,0.7054545454545454,0.7272727272727273,0.7272727272727273,0.75,0.75,0.75,0.75,0.7557692307692307,0.7638461538461538,0.7665384615384616
contig_10677,2759,0,0.0,,,,,,,,,,,,,,
contig_11076,14565,288,0.019773429454170956,0.6572838819710687,0.08423536363151063,0.5454545454545454,0.5833333333333334,0.6,0.6363636363636364,0.6666666666666666,0.7,0.7142857142857143,0.7333333333333333,0.76,0.7857142857142857,0.7882934609250398,0.791853448275862
contig_5689,6443,221,0.03430079155672823,0.6334233024639592,0.08871606471344966,0.5217391304347826,0.5454545454545454,0.5714285714285714,0.6,0.6363636363636364,0.6666666666666666,0.7,0.7222222222222222,0.75,0.7727272727272727,0.7894736842105263,0.7912280701754386
contig_23623,19025,176,0.009250985545335086,0.6804852026442556,0.07440012973894793,0.5740740740740741,0.6129032258064516,0.6357493857493857,0.6666666666666666,0.6928205128205128,0.7142857142857143,0.7357679914070892,0.75,0.7692307692307693,0.7777777777777778,0.7897531572904707,0.7921626984126984
contig_16978,667,56,0.08395802098950525,0.6359018213928928,0.08246913131199418,0.5333333333333333,0.5454545454545454,0.5773809523809523,0.6153846153846154,0.625,0.6666666666666666,0.6961538461538461,0.7272727272727273,0.7416666666666667,0.7548076923076923,0.7692307692307693,0.7692307692307693
contig_24587,285,0,0.0,,,,,,,,,,,,,,
contig_11781,1458,108,0.07407407407407407,0.6750139327269962,0.06278401991945233,0.5964705882352941,0.631578947368421,0.6470588235294118,0.6470588235294118,0.6875,0.6875,0.7222222222222222,0.735438596491228,0.75,0.7647058823529411,0.7777777777777778,0.7886549707602338
contig_23925,1017,24,0.02359882005899705,0.5711656399156398,0.04298975240593086,0.5454545454545454,0.5454545454545454,0.5454545454545454,0.5454545454545454,0.5454545454545454,0.5454545454545454,0.585,0.6061538461538462,0.6346153846153847,0.6428571428571429,0.6737142857142857,0.6868571428571428
contig_4392,1462,0,0.0,,,,,,,,,,,,,,
contig_16571,1303,59,0.04528012279355334,0.6526251834229218,0.08764999456755161,0.5282913165266107,0.5714285714285714,0.5893048128342246,0.6363636363636364,0.6666666666666666,0.6842105263157895,0.7058823529411765,0.7333333333333333,0.7692307692307693,0.7777777777777778,0.7844444444444444,0.7857142857142857
contig_17804,17110,637,0.03722969023962595,0.6633378069896605,0.0830568866729789,0.5384615384615384,0.5833333333333334,0.6,0.6428571428571429,0.6875,0.7,0.7232323232323231,0.75,0.7692307692307693,0.7777777777777778,0.7857142857142857,0.7857142857142857
contig_22807,2325,9,0.003870967741935484,0.601864420982068,0.0985383657786013,0.5,0.5,0.5,0.525,0.625,0.645,0.66,0.6823529411764706,0.7185520361990951,0.7438914027149321,0.7590950226244344,0.7641628959276019
contig_3724,2116,10,0.004725897920604915,0.7647850355429359,0.028295684061697964,0.7446969696969697,0.7560606060606061,0.7583072100313479,0.7586206896551724,0.7586206896551724,0.7699265121537592,0.7871833084947839,0.789126559714795,0.7945619974608548,0.7965615742699957,0.7977613203554803,0.7981612357173086
contig_7302,2430,11,0.004526748971193415,0.6330006469747533,0.0650124580138052,0.5454545454545454,0.6,0.6,0.6190476190476191,0.6363636363636364,0.6363636363636364,0.6428571428571429,0.6666666666666666,0.7368421052631579,0.743421052631579,0.7473684210526316,0.7486842105263158
contig_25255,87,5,0.05747126436781609,0.5478521478521479,0.05015581992002551,0.4951048951048951,0.5286713286713286,0.5454545454545454,0.5454545454545454,0.5454545454545454,0.5558441558441558,0.5662337662337662,0.5802197802197802,0.5978021978021978,0.6065934065934067,0.6118681318681319,0.6136263736263736
contig_14767,11650,117,0.010042918454935622,0.6992166940974196,0.07110073513598986,0.5882352941176471,0.6470588235294118,0.6875,0.7,0.7058823529411765,0.7333333333333333,0.75,0.7647058823529411,0.7777777777777778,0.7864661654135338,0.7894736842105263,0.7894736842105263
contig_488,784,19,0.02423469387755102,0.6378446115288222,0.11584623738658,0.5,0.5,0.5,0.6030769230769231,0.6923076923076923,0.7098901098901099,0.7142857142857143,0.7542857142857142,0.7857142857142857,0.7857142857142857,0.7857142857142857,0.7857142857142857
contig_17964,2002,50,0.024975024975024976,0.6937330298098101,0.09195211617586636,0.5585454545454546,0.6,0.6355,0.6666666666666666,0.7142857142857143,0.7665158371040723,0.7766233766233765,0.7857142857142857,0.7860902255639097,0.7894736842105263,0.7894736842105263,0.7894736842105263
contig_18021,5450,453,0.08311926605504587,0.6513894390991336,0.08948017489331088,0.5384615384615384,0.5714285714285714,0.6,0.625,0.6666666666666666,0.6875,0.7142857142857143,0.75,0.7647058823529411,0.7777777777777778,0.7857142857142857,0.7857142857142857
contig_12475,208,6,0.028846153846153848,0.6241858631564513,0.08252304300325572,0.5374331550802138,0.5454545454545454,0.5668449197860963,0.5882352941176471,0.6066176470588236,0.625,0.6586538461538461,0.6923076923076923,0.7285067873303167,0.746606334841629,0.7574660633484163,0.7610859728506787
contig_7602,2275,33,0.014505494505494506,0.6451413540346347,0.10638207115679077,0.5,0.5412587412587412,0.5978021978021978,0.6363636363636364,0.6521739130434783,0.6923076923076923,0.7109090909090908,0.7615384615384616,0.7692307692307693,0.782608695652174,0.7837267080745342,0.7847204968944099
contig_12027,602,11,0.018272425249169437,0.6823691460055097,0.05611185479437582,0.6363636363636364,0.6363636363636364,0.6363636363636364,0.6363636363636364,0.7,0.7,0.7272727272727273,0.75,0.75,0.75,0.75,0.75
contig_21343,60,0,0.0,,,,,,,,,,,,,,
contig_8721,14203,6,0.0004224459621206787,0.7290826556955589,0.023327848806569223,0.7009925558312655,0.7096774193548387,0.718475073313783,0.7272727272727273,0.7303030303030302,0.7333333333333333,0.7416666666666667,0.75,0.7559523809523809,0.7589285714285714,0.7607142857142857,0.7613095238095238
contig_10989,30081,160,0.005318972108640005,0.6792180404822739,0.07737725969001873,0.5608780487804879,0.610840108401084,0.64,0.6666666666666666,0.6913919413919414,0.7068627450980393,0.7315384615384615,0.75,0.7777777777777778,0.7859022556390977,0.7916666666666666,0.7926715686274509
contig_10354,1061,62,0.058435438265786996,0.6591841302914241,0.09211817575762035,0.5263157894736842,0.5789473684210527,0.5789473684210527,0.6427586206896553,0.6835686777920411,0.7073170731707317,0.7280521901211556,0.7574074074074075,0.7700383676316707,0.7777777777777778,0.782608695652174,0.782608695652174
contig_22823,508,78,0.15354330708661418,0.6084061683996195,0.09727133459283652,0.46512820512820513,0.5353846153846153,0.5625,0.6,0.6,0.6363636363636364,0.6875,0.7,0.7272727272727273,0.75,0.7647058823529411,0.7647058823529411
contig_17391,2247,15,0.006675567423230975,0.6328282828282829,0.1138532162099197,0.5,0.5363636363636364,0.5563636363636363,0.64,0.6666666666666666,0.7,0.7218181818181818,0.7318181818181818,0.75,0.75,0.75,0.75
contig_11228,399,9,0.022556390977443608,0.6484848484848486,0.06680426571226848,0.58,0.6,0.6145454545454545,0.649090909090909,0.7,0.7,0.7,0.7,0.7,0.7,0.7,0.7
contig_4087,1174,93,0.07921635434412266,0.6580096181588317,0.07989374521216555,0.54,0.5813333333333334,0.6135338345864662,0.6569642857142857,0.6764705882352942,0.6923076923076923,0.7058823529411765,0.7252525252525253,0.7548062703342207,0.7740841248303935,0.7892018779342722,0.7916666666666666
contig_9640,7079,211,0.029806469840372933,0.6382004752006072,0.08757177073401927,0.5263157894736842,0.55,0.6,0.6,0.6363636363636364,0.6666666666666666,0.7,0.7272727272727273,0.7647058823529411,0.7774725274725275,0.7857142857142857,0.7890977443609023
contig_19847,344,5,0.014534883720930232,0.7514285714285713,0.041991252733425924,0.7,0.7,0.7171428571428571,0.7514285714285714,0.7857142857142857,0.7857142857142857,0.7857142857142857,0.7857142857142857,0.7857142857142857,0.7857142857142857,0.7857142857142857,0.7857142857142857
contig_5096,466,0,0.0,,,,,,,,,,,,,,
contig_20360,2522,294,0.11657414750198256,0.6247890980942097,0.08707351927344009,0.5078947368421053,0.5454545454545454,0.5789473684210527,0.6,0.6153846153846154,0.6428571428571429,0.6666666666666666,0.7058823529411765,0.75,0.7777777777777778,0.7794152046783624,0.7894736842105263
contig_4772,19122,134,0.007007635184604121,0.6095588442383877,0.08543772671230682,0.5,0.5333333333333333,0.5333333333333333,0.5625,0.6,0.6152380952380953,0.6692307692307691,0.7,0.745,0.75,0.7565384615384616,0.7692307692307693
contig_10630,8431,0,0.0,,,,,,,,,,,,,,
contig_19981,1632,55,0.03370098039215686,0.6801126245646072,0.07488083581568902,0.5606060606060607,0.6,0.6538461538461539,0.6886669561441598,0.7,0.7008510638297872,0.7466666666666666,0.75,0.7586206896551724,0.7692307692307693,0.7843956043956044,0.7857142857142857
contig_14519,2538,52,0.02048857368006304,0.6430350899100898,0.09055650683996372,0.5391608391608391,0.5454545454545454,0.5505681818181818,0.6237762237762239,0.6666666666666666,0.6881118881118881,0.71,0.7454545454545456,0.75,0.7586538461538461,0.7726573426573426,0.7790909090909091
contig_8405,1745,4,0.002292263610315186,0.7093687572368337,0.06418459729216469,0.6369841966637401,0.671027216856892,0.7050702370500439,0.7231343283582089,0.7332089552238805,0.7432835820895523,0.7518115942028986,0.7572463768115942,0.7626811594202898,0.7653985507246377,0.7670289855072463,0.7675724637681159
contig_19839,6,0,0.0,,,,,,,,,,,,,,
contig_8929,6112,45,0.007362565445026178,0.6282753984921168,0.07234506168942896,0.5,0.5818181818181819,0.6,0.6218181818181818,0.6363636363636364,0.6484848484848484,0.6666666666666666,0.7,0.7035294117647058,0.7272727272727273,0.7342857142857141,0.7600000000000001
contig_15827,603,1,0.001658374792703151,0.75,0.0,0.75,0.75,0.75,0.75,0.75,0.75,0.75,0.75,0.75,0.75,0.75,0.75
contig_22685,7450,129,0.01731543624161074,0.6934218184529582,0.08446038704024669,0.5662337662337662,0.6175824175824176,0.6666666666666666,0.7007407407407407,0.7272727272727273,0.7333333333333333,0.75,0.7665158371040725,0.7857142857142857,0.7857142857142857,0.7873684210526316,0.7894736842105263
contig_19162,144,15,0.10416666666666667,0.5945454545454544,0.04842420449803194,0.5181818181818182,0.5890909090909091,0.6,0.6,0.6,0.6,0.6,0.6072727272727273,0.6363636363636364,0.6554545454545454,0.6821818181818181,0.691090909090909
contig_763,923537,8682,0.00940081447738423,0.6686703752303578,0.08488181728490553,0.5434782608695652,0.5853658536585366,0.6190476190476191,0.6486486486486487,0.6774193548387096,0.7058823529411765,0.7307692307692307,0.7547169811320755,0.7755102040816326,0.7872340425531915,0.7941176470588235,0.7954545454545454
contig_23265,3594,10,0.0027824151363383415,0.6252364302364303,0.080847753854806,0.5454545454545454,0.5662337662337662,0.5797619047619048,0.5933333333333334,0.6,0.6061538461538462,0.6216783216783217,0.662937062937063,0.7708791208791209,0.7782967032967033,0.7827472527472528,0.7842307692307692
contig_5433,452,0,0.0,,,,,,,,,,,,,,
contig_3930,4010,125,0.03117206982543641,0.6869294328818568,0.0808144712571901,0.5925925925925926,0.6071428571428571,0.6303703703703704,0.6428571428571429,0.6666666666666666,0.7296969696969696,0.7692307692307693,0.782608695652174,0.7844720496894411,0.7916666666666666,0.7931034482758621,0.7931034482758621
contig_21281,784,6,0.007653061224489796,0.6821095571095571,0.07511664053551553,0.5804195804195804,0.6153846153846154,0.6713286713286714,0.7272727272727273,0.7272727272727273,0.7272727272727273,0.7272727272727273,0.7272727272727273,0.7386363636363636,0.7443181818181819,0.7477272727272727,0.7488636363636364
contig_15312,2135,45,0.02107728337236534,0.6933916442603894,0.07441083805858591,0.5805405405405405,0.6285714285714286,0.6708333333333333,0.7058823529411765,0.717948717948718,0.7282555282555283,0.7356275303643725,0.7513513513513513,0.7722084367245657,0.7816425120772947,0.7894736842105263,0.7894736842105263
contig_12163,2099,3,0.0014292520247737017,0.624941724941725,0.06644051818205889,0.558041958041958,0.5776223776223776,0.5972027972027972,0.6167832167832168,0.6363636363636364,0.649090909090909,0.6618181818181817,0.6745454545454546,0.6872727272727273,0.6936363636363636,0.6974545454545454,0.6987272727272726
contig_8333,12212,9,0.0007369800196528005,0.7088337044219397,0.0477205237459581,0.6392857142857143,0.6725274725274726,0.6923076923076923,0.6967032967032967,0.7142857142857143,0.7295238095238095,0.7433333333333333,0.7558823529411764,0.7647058823529411,0.7647058823529411,0.7647058823529411,0.7647058823529411
contig_13288,1310,116,0.08854961832061069,0.6678617947103639,0.09266808986721578,0.5384615384615384,0.5833333333333334,0.6258741258741258,0.6666666666666666,0.6923076923076923,0.7,0.7207792207792207,0.75,0.7692307692307693,0.7916666666666666,0.7916666666666666,0.7928879310344827
contig_22710,20,0,0.0,,,,,,,,,,,,,,
contig_9984,213,0,0.0,,,,,,,,,,,,,,
contig_9947,29376,1306,0.044458061002178646,0.6471103854795851,0.09075980981904437,0.5294117647058824,0.55,0.6,0.6190476190476191,0.6521739130434783,0.6923076923076923,0.7142857142857143,0.7333333333333333,0.7647058823529411,0.7692307692307693,0.7857142857142857,0.7857142857142857
contig_18267,4115,112,0.02721749696233293,0.6717686917360944,0.07597292795390884,0.5633928571428571,0.611965811965812,0.6441176470588236,0.6666666666666666,0.6875,0.694314381270903,0.7117647058823529,0.7333333333333333,0.7692307692307693,0.7857142857142857,0.7857142857142857,0.7857142857142857
contig_8843,10417,261,0.025055198233656522,0.6367538122609117,0.08721715206885713,0.5384615384615384,0.5454545454545454,0.5714285714285714,0.6153846153846154,0.6363636363636364,0.6666666666666666,0.6923076923076923,0.7272727272727273,0.75,0.7692307692307693,0.7857142857142857,0.7857142857142857
contig_19223,924,2,0.0021645021645021645,0.7386363636363636,0.011363636363636354,0.7295454545454546,0.7318181818181818,0.7340909090909091,0.7363636363636363,0.7386363636363636,0.740909090909091,0.7431818181818182,0.7454545454545455,0.7477272727272727,0.7488636363636364,0.7495454545454545,0.7497727272727273
contig_23497,2266,141,0.06222418358340689,0.6294017232552941,0.1033665093456762,0.48,0.5357142857142857,0.5714285714285714,0.6,0.6428571428571429,0.6923076923076923,0.7,0.7142857142857143,0.75,0.7692307692307693,0.7832298136645962,0.7857142857142857
contig_206,3057,79,0.025842329080798167,0.6579400480681502,0.10190533215438508,0.5306666666666666,0.5454545454545454,0.6115646258503402,0.6254373522458629,0.6764705882352942,0.70935960591133,0.7413664596273292,0.7579937304075235,0.7819660014781966,0.7916666666666666,0.7956586270871985,0.7960015117157975
contig_20428,177,4,0.022598870056497175,0.5727272727272728,0.07578787272969574,0.5136363636363637,0.5272727272727272,0.5409090909090909,0.5454545454545454,0.5454545454545454,0.5454545454545454,0.5609090909090908,0.6072727272727273,0.6536363636363636,0.6768181818181818,0.6907272727272726,0.6953636363636363
contig_14016,1529,52,0.034009156311314584,0.6730700923008615,0.1103584326432762,0.5038461538461538,0.6030769230769231,0.6666666666666666,0.6923076923076923,0.7272727272727273,0.7272727272727273,0.7272727272727273,0.75,0.7692307692307693,0.7766483516483516,0.7857142857142857,0.7857142857142857
contig_25659,66,0,0.0,,,,,,,,,,,,,,
contig_22215,906,0,0.0,,,,,,,,,,,,,,
contig_18269,57,0,0.0,,,,,,,,,,,,,,
contig_25139,3365,36,0.010698365527488856,0.6891855058521724,0.08011225731481689,0.5454545454545454,0.6428571428571429,0.6961538461538461,0.7,0.7,0.7272727272727273,0.7386363636363636,0.75,0.7735042735042735,0.7777777777777778,0.7777777777777778,0.7777777777777778
contig_6927,1056,41,0.038825757575757576,0.6316334072431633,0.07857595234199279,0.5454545454545454,0.5833333333333334,0.6,0.6,0.6363636363636364,0.6363636363636364,0.7,0.7,0.7272727272727273,0.7272727272727273,0.7272727272727273,0.7272727272727273
contig_4709,9921,108,0.010885999395222256,0.6462955703687645,0.08381700406718727,0.5454545454545454,0.5454545454545454,0.5809139784946237,0.6086956521739131,0.6666666666666666,0.7,0.7,0.730909090909091,0.75,0.7692307692307693,0.7692307692307693,0.7692307692307693
contig_7473,503,20,0.039761431411530816,0.6060805860805861,0.09856153579852664,0.5,0.5,0.5583333333333333,0.6,0.6111111111111112,0.6166666666666667,0.6474999999999999,0.7,0.706923076923077,0.7700549450549451,0.7794505494505495,0.7825824175824175
