Assembly	contigs(>=0bp)	contigs(>=1000bp)	contigs(>=5000bp)	contigs(>=10000bp)	contigs(>=25000bp)	contigs(>=50000bp)	Totallength(>=0bp)	Totallength(>=1000bp)	Totallength(>=5000bp)	Totallength(>=10000bp)	Totallength(>=25000bp)	Totallength(>=50000bp)	contigs	Largestcontig	Totallength	Referencelength	GC(%)	ReferenceGC(%)	N50	NG50	N75	NG75	L50	LG50	L75	LG75	misassemblies	misassembledcontigs	Misassembledcontigslength	localmisassemblies	unalignedmis.contigs	unalignedcontigs	Unalignedlength	Genomefraction(%)	Duplicationratio	N'sper100kbp	mismatchesper100kbp	indelsper100kbp	Largestalignment	Totalalignedlength	NA50	NGA50	NA75	NGA75	LA50	LGA50	LA75	LGA75
Enterococcus_faecalis_80	1	1	1	1	1	1	2845425	2845425	2845425	2845425	2845425	2845425	1	2845425	2845425	2845392	37.52	37.52	2845425	2845425	2845425	2845425	1	1	1	1	0	0	0	0	0	0 + 0 part	0	99.999	1.000	0.00	2.50	1.27	2845425	2845425	2845425	2845425	2845425	2845425	1	1	1	1
Escherichia_coli_100	3	3	2	2	2	1	4815594	4815594	4814584	4814584	4814584	4765040	3	4765040	4815594	4875441	50.59	50.49	4765040	4765040	4765040	4765040	1	1	1	1	0	0	0	1	0	2 + 0 part	50554	97.735	1.000	0.00	13.05	1.26	4765040	4765040	4765040	4765040	4765040	4765040	1	1	1	1
Escherichia_coli_10	196	196	138	94	49	22	4300890	4300890	4121907	3790624	3102250	2141313	196	213783	4300890	4875441	50.56	50.49	48396	40597	18348	12272	23	29	55	83	10	9	387891	21	0	1 + 13 part	55914	86.422	1.007	0.00	21.19	10.75	169130	4243052	47515	38606	17766	11548	25	32	59	88
Escherichia_coli_120	3	3	2	2	2	1	4818006	4818006	4815309	4815309	4815309	4765751	3	4765751	4818006	4875441	50.59	50.49	4765751	4765751	4765751	4765751	1	1	1	1	0	0	0	1	0	1 + 2 part	52377	97.730	1.000	0.00	13.12	1.24	4764774	4765629	4764774	4764774	4764774	4764774	1	1	1	1
Escherichia_coli_140	3	3	2	2	2	1	4816548	4816548	4813231	4813231	4813231	4763676	3	4763676	4816548	4875441	50.60	50.49	4763676	4763676	4763676	4763676	1	1	1	1	0	0	0	2	0	2 + 0 part	52872	97.707	1.000	0.00	13.04	1.22	4763676	4763676	4763676	4763676	4763676	4763676	1	1	1	1
Escherichia_coli_160	3	3	2	2	2	1	4818067	4818067	4815919	4815919	4815919	4766360	3	4766360	4818067	4875441	50.59	50.49	4766360	4766360	4766360	4766360	1	1	1	1	0	0	0	0	0	1 + 2 part	51927	97.744	1.000	0.00	13.09	1.20	4765406	4766140	4765406	4765406	4765406	4765406	1	1	1	1
Escherichia_coli_20	28	28	23	23	17	15	4797204	4797204	4781392	4781392	4691055	4611435	28	924216	4797204	4875441	50.60	50.49	552644	552644	287958	287958	4	4	7	7	3	3	938340	3	0	1 + 2 part	52976	97.167	1.001	0.00	15.60	2.51	904329	4740543	549049	549049	287958	287958	4	4	7	7
Escherichia_coli_40	2	2	2	2	2	2	4815647	4815647	4815647	4815647	4815647	4815647	2	4763896	4815647	4875441	50.60	50.49	4763896	4763896	4763896	4763896	1	1	1	1	1	1	4763896	1	1	0 + 1 part	50155	97.712	1.000	0.00	13.22	1.28	3850816	4765486	3850816	3850816	3850816	3850816	1	1	1	1
Escherichia_coli_5	203	203	131	74	34	8	2699483	2699483	2475281	2061839	1466778	564735	203	109529	2699483	4875441	50.27	50.49	28156	5682	10606	-	30	125	71	-	28	23	634189	10	0	0 + 21 part	43677	53.972	1.009	0.00	122.83	71.41	71935	2653493	24308	4423	9068	-	35	145	82	-
Escherichia_coli_60	2	2	2	2	2	1	4812829	4812829	4812829	4812829	4812829	4763255	2	4763255	4812829	4875441	50.60	50.49	4763255	4763255	4763255	4763255	1	1	1	1	1	1	4763255	4	0	1 + 0 part	49574	97.697	1.000	0.00	13.10	1.24	4579071	4763215	4579071	4579071	4579071	4579071	1	1	1	1
Escherichia_coli_80	2	2	2	2	2	2	4814073	4814073	4814073	4814073	4814073	4814073	2	4763752	4814073	4875441	50.60	50.49	4763752	4763752	4763752	4763752	1	1	1	1	0	0	0	2	0	1 + 0 part	50321	97.709	1.000	0.00	13.02	1.20	4763751	4763751	4763751	4763751	4763751	4763751	1	1	1	1
Listeria_monocytogenes_100	2	2	1	1	1	1	2996862	2996862	2992047	2992047	2992047	2992047	2	2992047	2996862	2992342	37.97	37.96	2992047	2992047	2992047	2992047	1	1	1	1	0	0	0	6	0	0 + 1 part	500	99.973	1.002	0.00	2.07	0.47	2992047	2996362	2992047	2992047	2992047	2992047	1	1	1	1
Listeria_monocytogenes_10	2	2	2	1	1	1	2997746	2997746	2997746	2991727	2991727	2991727	2	2991727	2997746	2992342	37.98	37.96	2991727	2991727	2991727	2991727	1	1	1	1	0	0	0	4	0	0 + 0 part	0	99.964	1.002	0.00	4.88	5.18	2991727	2997746	2991727	2991727	2991727	2991727	1	1	1	1
Listeria_monocytogenes_120	2	2	2	1	1	1	2997261	2997261	2997261	2992043	2992043	2992043	2	2992043	2997261	2992342	37.97	37.96	2992043	2992043	2992043	2992043	1	1	1	1	0	0	0	5	0	0 + 0 part	0	99.973	1.002	0.00	2.07	0.50	2992043	2997239	2992043	2992043	2992043	2992043	1	1	1	1
Listeria_monocytogenes_140	2	2	2	1	1	1	2997233	2997233	2997233	2992052	2992052	2992052	2	2992052	2997233	2992342	37.97	37.96	2992052	2992052	2992052	2992052	1	1	1	1	0	0	0	4	0	0 + 0 part	0	99.973	1.002	0.00	1.34	0.50	2992052	2996852	2992052	2992052	2992052	2992052	1	1	1	1
Listeria_monocytogenes_160	2	2	2	1	1	1	2997591	2997591	2997591	2992042	2992042	2992042	2	2992042	2997591	2992342	37.98	37.96	2992042	2992042	2992042	2992042	1	1	1	1	0	0	0	4	0	0 + 1 part	1926	99.973	1.001	0.00	2.07	0.53	2992042	2995665	2992042	2992042	2992042	2992042	1	1	1	1
Listeria_monocytogenes_20	2	2	2	1	1	1	2998056	2998056	2998056	2992034	2992034	2992034	2	2992034	2998056	2992342	37.98	37.96	2992034	2992034	2992034	2992034	1	1	1	1	0	0	0	3	0	0 + 0 part	0	99.973	1.002	0.00	2.34	0.94	2992034	2998056	2992034	2992034	2992034	2992034	1	1	1	1
Listeria_monocytogenes_40	2	2	2	1	1	1	2997666	2997666	2997666	2992049	2992049	2992049	2	2992049	2997666	2992342	37.98	37.96	2992049	2992049	2992049	2992049	1	1	1	1	0	0	0	4	0	0 + 0 part	0	99.973	1.002	0.00	3.58	1.44	2992049	2997666	2992049	2992049	2992049	2992049	1	1	1	1
Listeria_monocytogenes_5	15	15	15	14	14	13	2758186	2758186	2758186	2750351	2750351	2710923	15	457283	2758186	2992342	38.10	37.96	309440	305314	151723	113666	4	5	7	8	0	0	0	4	0	0 + 2 part	19548	91.155	1.004	0.00	91.73	67.68	453160	2731607	309438	292064	151722	113666	4	5	7	8
Listeria_monocytogenes_60	2	2	2	1	1	1	2997970	2997970	2997970	2992052	2992052	2992052	2	2992052	2997970	2992342	37.98	37.96	2992052	2992052	2992052	2992052	1	1	1	1	0	0	0	4	0	0 + 0 part	0	99.973	1.002	0.00	2.41	1.47	2992052	2997970	2992052	2992052	2992052	2992052	1	1	1	1
Listeria_monocytogenes_80	2	2	2	1	1	1	2997460	2997460	2997460	2992019	2992019	2992019	2	2992019	2997460	2992342	37.98	37.96	2992019	2992019	2992019	2992019	1	1	1	1	0	0	0	6	0	0 + 0 part	0	99.972	1.002	0.00	2.07	0.53	2992019	2997460	2992019	2992019	2992019	2992019	1	1	1	1
Pseudomonas_aeruginosa_100	3	3	3	1	1	1	6805098	6805098	6805098	6792186	6792186	6792186	3	6792186	6805098	6792330	66.14	66.17	6792186	6792186	6792186	6792186	1	1	1	1	0	0	0	1	0	1 + 1 part	12064	99.997	1.000	0.00	9.70	0.28	6792128	6792976	6792128	6792128	6792128	6792128	1	1	1	1
Pseudomonas_aeruginosa_10	5	5	5	5	5	5	6781524	6781524	6781524	6781524	6781524	6781524	5	3652897	6781524	6792330	66.17	66.17	3652897	3652897	2225362	2225362	1	1	2	2	0	0	0	1	0	0 + 0 part	0	99.831	1.000	0.00	13.83	5.80	3652867	6781494	3652867	3652867	2225362	2225362	1	1	2	2
Pseudomonas_aeruginosa_120	2	2	2	2	1	1	6814780	6814780	6814780	6814780	6792213	6792213	2	6792213	6814780	6792330	66.14	66.17	6792213	6792213	6792213	6792213	1	1	1	1	0	0	0	1	0	0 + 1 part	18739	99.998	1.001	0.00	9.23	0.32	6792213	6796041	6792213	6792213	6792213	6792213	1	1	1	1
Pseudomonas_aeruginosa_140	2	2	1	1	1	1	6796797	6796797	6792186	6792186	6792186	6792186	2	6792186	6796797	6792330	66.16	66.17	6792186	6792186	6792186	6792186	1	1	1	1	0	0	0	1	0	0 + 1 part	4135	99.997	1.000	0.00	9.70	0.28	6792128	6792604	6792128	6792128	6792128	6792128	1	1	1	1
Pseudomonas_aeruginosa_160	3	3	3	2	1	1	6809355	6809355	6809355	6803323	6792201	6792201	3	6792201	6809355	6792330	66.14	66.17	6792201	6792201	6792201	6792201	1	1	1	1	0	0	0	1	0	2 + 0 part	17154	99.998	1.000	0.00	9.23	0.29	6792201	6792201	6792201	6792201	6792201	6792201	1	1	1	1
Pseudomonas_aeruginosa_20	1	1	1	1	1	1	6792185	6792185	6792185	6792185	6792185	6792185	1	6792185	6792185	6792330	66.17	66.17	6792185	6792185	6792185	6792185	1	1	1	1	0	0	0	1	0	0 + 0 part	0	99.997	1.000	0.00	9.73	0.40	6792127	6792127	6792127	6792127	6792127	6792127	1	1	1	1
Pseudomonas_aeruginosa_40	1	1	1	1	1	1	6792191	6792191	6792191	6792191	6792191	6792191	1	6792191	6792191	6792330	66.17	66.17	6792191	6792191	6792191	6792191	1	1	1	1	0	0	0	1	0	0 + 0 part	0	99.997	1.000	0.00	9.70	0.32	6792133	6792133	6792133	6792133	6792133	6792133	1	1	1	1
Pseudomonas_aeruginosa_5	52	52	51	50	43	32	6213392	6213392	6209168	6199641	6071907	5664454	52	542947	6213392	6792330	66.16	66.17	199240	184666	106792	92924	11	12	21	25	3	3	737198	3	0	0 + 9 part	22954	90.850	1.003	0.00	118.35	72.53	542947	6185380	195756	183966	102545	90349	11	12	21	26
Pseudomonas_aeruginosa_60	2	2	2	1	1	1	6798123	6798123	6798123	6792200	6792200	6792200	2	6792200	6798123	6792330	66.16	66.17	6792200	6792200	6792200	6792200	1	1	1	1	0	0	0	1	0	1 + 0 part	5923	99.998	1.000	0.00	9.23	0.34	6792200	6792200	6792200	6792200	6792200	6792200	1	1	1	1
Pseudomonas_aeruginosa_80	1	1	1	1	1	1	6792192	6792192	6792192	6792192	6792192	6792192	1	6792192	6792192	6792330	66.17	66.17	6792192	6792192	6792192	6792192	1	1	1	1	0	0	0	1	0	0 + 0 part	0	99.997	1.000	0.00	9.70	0.31	6792134	6792134	6792134	6792134	6792134	6792134	1	1	1	1
Salmonella_enterica_100	6	6	4	3	1	1	4802294	4802294	4796107	4787439	4756010	4756010	6	4756010	4802294	4759746	52.17	52.19	4756010	4756010	4756010	4756010	1	1	1	1	5	1	4756010	1	1	1 + 4 part	44023	99.886	1.001	0.00	0.95	0.38	1814954	4757899	1809941	1809941	1809941	1809941	2	2	2	2
Salmonella_enterica_10	61	61	51	44	37	22	4749513	4749513	4715881	4661549	4543230	4009944	61	655336	4749513	4759746	52.15	52.19	155160	155160	96520	96520	8	8	17	17	7	5	1748548	5	0	0 + 2 part	3444	98.311	1.014	0.00	19.47	11.20	397854	4744553	143889	143889	80726	80726	10	10	20	20
Salmonella_enterica_120	8	8	6	5	3	2	4804731	4804731	4799004	4789666	4764243	4737116	8	3053245	4804731	4759746	52.18	52.19	3053245	3053245	1683871	1683871	1	1	2	2	5	1	3053245	1	0	2 + 2 part	41247	99.881	1.002	0.00	0.95	0.36	1814954	4763240	1683871	1683871	692003	692003	2	2	3	3
Salmonella_enterica_140	5	5	3	3	2	1	4805746	4805746	4799077	4799077	4787241	4756926	5	4756926	4805746	4759746	52.16	52.19	4756926	4756926	4756926	4756926	1	1	1	1	4	1	4756926	2	0	2 + 2 part	48303	99.907	1.000	0.00	0.99	0.55	2939491	4757123	2939491	2939491	1386393	1386393	1	1	2	2
Salmonella_enterica_160	3	3	2	2	2	1	4809067	4809067	4807490	4807490	4807490	4757973	3	4757973	4809067	4759746	52.18	52.19	4757973	4757973	4757973	4757973	1	1	1	1	3	1	4757973	0	0	1 + 1 part	50052	99.930	1.001	0.00	0.50	0.42	2941852	4758793	2941852	2941852	1778180	1778180	1	1	2	2
Salmonella_enterica_20	1	1	1	1	1	1	4756182	4756182	4756182	4756182	4756182	4756182	1	4756182	4756182	4759746	52.18	52.19	4756182	4756182	4756182	4756182	1	1	1	1	4	1	4756182	2	0	0 + 0 part	0	99.890	1.000	0.00	2.06	1.20	2939657	4755803	2939657	2939657	1399883	1399883	1	1	2	2
Salmonella_enterica_40	4	4	1	1	1	1	4767393	4767393	4755909	4755909	4755909	4755909	4	4755909	4767393	4759746	52.17	52.19	4755909	4755909	4755909	4755909	1	1	1	1	5	1	4755909	1	0	1 + 2 part	10224	99.885	1.001	0.00	1.09	0.59	2476649	4756795	2476649	2476649	1136115	1136115	1	1	2	2
Salmonella_enterica_5	173	173	149	118	56	13	3917315	3917315	3844190	3618131	2665501	1053810	173	119837	3917315	4759746	52.17	52.19	37323	29986	17999	11083	34	46	70	114	13	11	405201	5	0	0 + 21 part	49037	80.688	1.007	0.00	123.42	78.87	119837	3866245	36517	28203	16870	9101	36	49	74	122
Salmonella_enterica_60	6	6	4	2	1	1	4794723	4794723	4789343	4771187	4756798	4756798	6	4756798	4794723	4759746	52.18	52.19	4756798	4756798	4756798	4756798	1	1	1	1	4	1	4756798	1	1	0 + 5 part	34003	99.905	1.001	0.00	1.37	0.74	2939731	4760498	2939731	2939731	1135791	1135791	1	1	2	2
Salmonella_enterica_80	4	4	4	3	1	1	4799194	4799194	4799194	4789754	4757140	4757140	4	4757140	4799194	4759746	52.18	52.19	4757140	4757140	4757140	4757140	1	1	1	1	4	1	4757140	2	0	2 + 1 part	41335	99.912	1.000	0.00	1.03	0.44	2939669	4757540	2939669	2939669	1386472	1386472	1	1	2	2
Staphylococcus_aureus_100	2	2	2	1	1	1	2728120	2728120	2728120	2718671	2718671	2718671	2	2718671	2728120	2730326	32.92	32.85	2718671	2718671	2718671	2718671	1	1	1	1	0	0	0	0	0	1 + 0 part	9449	99.574	1.000	0.00	0.26	0.92	2718671	2718671	2718671	2718671	2718671	2718671	1	1	1	1
Staphylococcus_aureus_10	1	1	1	1	1	1	2718463	2718463	2718463	2718463	2718463	2718463	1	2718463	2718463	2730326	32.86	32.85	2718463	2718463	2718463	2718463	1	1	1	1	0	0	0	1	0	0 + 0 part	0	99.564	1.000	0.00	4.38	6.18	2718354	2718354	2718354	2718354	2718354	2718354	1	1	1	1
Staphylococcus_aureus_120	1	1	1	1	1	1	2718697	2718697	2718697	2718697	2718697	2718697	1	2718697	2718697	2730326	32.86	32.85	2718697	2718697	2718697	2718697	1	1	1	1	0	0	0	0	0	0 + 0 part	0	99.574	1.000	0.00	0.22	0.88	2718697	2718697	2718697	2718697	2718697	2718697	1	1	1	1
Staphylococcus_aureus_140	1	1	1	1	1	1	2718671	2718671	2718671	2718671	2718671	2718671	1	2718671	2718671	2730326	32.86	32.85	2718671	2718671	2718671	2718671	1	1	1	1	0	0	0	0	0	0 + 0 part	0	99.574	1.000	0.00	0.15	0.96	2718671	2718671	2718671	2718671	2718671	2718671	1	1	1	1
Staphylococcus_aureus_160	1	1	1	1	1	1	2718695	2718695	2718695	2718695	2718695	2718695	1	2718695	2718695	2730326	32.86	32.85	2718695	2718695	2718695	2718695	1	1	1	1	0	0	0	0	0	0 + 0 part	0	99.574	1.000	0.00	0.18	0.88	2718695	2718695	2718695	2718695	2718695	2718695	1	1	1	1
Staphylococcus_aureus_20	1	1	1	1	1	1	2718665	2718665	2718665	2718665	2718665	2718665	1	2718665	2718665	2730326	32.86	32.85	2718665	2718665	2718665	2718665	1	1	1	1	0	0	0	0	0	0 + 0 part	0	99.574	1.000	0.00	0.63	1.21	2718665	2718665	2718665	2718665	2718665	2718665	1	1	1	1
Staphylococcus_aureus_40	1	1	1	1	1	1	2718670	2718670	2718670	2718670	2718670	2718670	1	2718670	2718670	2730326	32.86	32.85	2718670	2718670	2718670	2718670	1	1	1	1	0	0	0	0	0	0 + 0 part	0	99.574	1.000	0.00	0.33	1.18	2718670	2718670	2718670	2718670	2718670	2718670	1	1	1	1
Staphylococcus_aureus_5	13	13	13	13	13	12	2638602	2638602	2638602	2638602	2638602	2595435	13	592922	2638602	2730326	32.85	32.85	212571	212571	185598	185598	4	4	7	7	0	0	0	0	0	0 + 1 part	7658	96.328	1.000	0.00	107.22	68.55	592541	2630503	212571	212571	185598	185598	4	4	7	7
Staphylococcus_aureus_60	1	1	1	1	1	1	2718668	2718668	2718668	2718668	2718668	2718668	1	2718668	2718668	2730326	32.86	32.85	2718668	2718668	2718668	2718668	1	1	1	1	0	0	0	0	0	0 + 0 part	0	99.574	1.000	0.00	0.26	1.10	2718668	2718668	2718668	2718668	2718668	2718668	1	1	1	1
Staphylococcus_aureus_80	1	1	1	1	1	1	2718667	2718667	2718667	2718667	2718667	2718667	1	2718667	2718667	2730326	32.86	32.85	2718667	2718667	2718667	2718667	1	1	1	1	0	0	0	0	0	0 + 0 part	0	99.574	1.000	0.00	0.29	0.99	2718667	2718667	2718667	2718667	2718667	2718667	1	1	1	1
