contig	contig_len_bp	cov_long	cov_long_var	cov_ilm	cov_ilm_var	status_circular	status_repeat	graph_path	cmseq_total_covered_bases	total_polymorphic_bases	total_polymorphic_rate	dominant_allele_distr_mean	dominant_allele_distr_sd	domain	phylum	class	order	family	genus	species	AMR_count	VIR_count	mags_workflow_name	mags_workflow_date	mags_workflow_mode	bin
contig_10070	19615	5.17102	34.3095	14.2669	267.943	N	Y	*,10070	8459	354	0.0418489183118572	0.652907428621858	0.0955540612001595	Bacteria	 Bacteroidetes	 Bacteroidia	 Bacteroidales	 Porphyromonadaceae	 Petrimonas	 Petrimonas mucosa	0	0	pbccs	2021-09-02	Nanopore-Illumina	NA
contig_10071	75293	3.21341	1.7346	3.9595	3.04244	N	N	*,10071,*	64	0	0	0	0	Bacteria	 Bacteroidetes	 Bacteroidia	 Bacteroidales	 Rikenellaceae	 Mucinivorans	 Mucinivorans hirudinis	0	0	pbccs	2021-09-02	Nanopore-Illumina	bin.0062
contig_10072	45064	4.20274	4.92979	5.9963	29.2262	N	N	*,10072,*	335	6	0.017910447761194	0.583333333333333	0.0372677996249965	Bacteria	 Bacteroidetes	 Unclassified	 Bacteroidetes Order II. Incertae sedis	 Rhodothermaceae	 Unclassified	 Rhodothermaceae bacterium RA	0	0	pbccs	2021-09-02	Nanopore-Illumina	bin.0148
contig_10074	1348	0	0	6.54007	1.67047	N	Y	*,10074,*	1345	0	0	0	0	Bacteria	 Chloroflexi	 Caldilineae	 Caldilineales	 Caldilineaceae	 Caldilinea	 Caldilinea aerophila	0	0	pbccs	2021-09-02	Nanopore-Illumina	NA
contig_10075	71094	9.57304	19.8922	43.6749	145.01	N	N	-14103,10075	54944	155	0.00282105416423995	0.712620003847589	0.0686932788436503	Bacteria	 Bacteroidetes	 Bacteroidia	 Bacteroidales	 Unclassified	 Unclassified	 Unclassified	0	0	pbccs	2021-09-02	Nanopore-Illumina	NA
contig_10076	35884	6.11292	6.69549	39.6107	85.2026	N	N	14103,10076	24030	30	0.00124843945068664	0.625643143042568	0.0879098869257822	Bacteria	 Bacteroidetes	 Bacteroidia	 Bacteroidales	 Bacteroidaceae	 Bacteroides	 Bacteroides vulgatus	0	0	pbccs	2021-09-02	Nanopore-Illumina	bin.0144
contig_10077	121125	3.03755	2.85895	4.88635	15.6978	N	N	*,10077,*	5677	442	0.0778580236040162	0.63875759002782	0.0910492182287098	Bacteria	 Firmicutes	 Clostridia	 Clostridiales	 Clostridiaceae	 Unclassified	 Unclassified	0	0	pbccs	2021-09-02	Nanopore-Illumina	bin.0098
contig_10078	13013	2.5882	0.243036	4.7548	2.52049	N	N	*,10078,*	58	0	0	0	0	Bacteria	 Proteobacteria	 Gammaproteobacteria	 Alteromonadales	 Colwelliaceae	 Colwellia	 Colwellia sp. NB097-1	0	0	pbccs	2021-09-02	Nanopore-Illumina	NA
contig_10079	75967	3.48493	2.67142	5.14	2.95681	N	N	*,10079,*	694	17	0.0244956772334294	0.60962135256435	0.0844669293565795	Bacteria	 Unclassified	 Unclassified	 Unclassified	 Unclassified	 Thermobaculum	 Thermobaculum terrenum	0	0	pbccs	2021-09-02	Nanopore-Illumina	bin.0148
contig_10081	21391	15.7667	8.64285	23.3944	97.9056	N	N	10080,10081,10082,-10080	16168	61	0.00377288471053934	0.724468741876017	0.071118088207148	Bacteria	 Firmicutes	 Clostridia	 Clostridiales	 Peptococcaceae	 Desulfotomaculum	 Unclassified	0	0	pbccs	2021-09-02	Nanopore-Illumina	bin.0119
contig_10083	81062	9.67039	12.3961	14.9605	22.3148	N	N	-6665,10083,10084,14105	41023	671	0.0163566779611437	0.687122530303983	0.0724165613309889	Bacteria	 Firmicutes	 Clostridia	 Thermoanaerobacterales	 Thermoanaerobacteraceae	 Tepidanaerobacter	 Tepidanaerobacter acetatoxydans	0	0	pbccs	2021-09-02	Nanopore-Illumina	bin.0119
contig_10085	24295	8.74632	4.19376	12.5888	19.3284	N	N	10085,10086	4274	29	0.00678521291530183	0.68063488235902	0.0531449484785672	Bacteria	 Firmicutes	 Clostridia	 Thermoanaerobacterales	 Thermoanaerobacteraceae	 Tepidanaerobacter	 Tepidanaerobacter acetatoxydans	0	0	pbccs	2021-09-02	Nanopore-Illumina	NA
contig_10086	36963	18.1463	24.6386	15.1443	32.5685	N	Y	10086	20300	59	0.0029064039408867	0.718181871258825	0.0482170934719773	Bacteria	 Synergistetes	 Synergistia	 Synergistales	 Synergistaceae	 Acetomicrobium	 Acetomicrobium mobile	0	0	pbccs	2021-09-02	Nanopore-Illumina	bin.0119
contig_10087	41481	4.84382	2.3475	6.82592	6.88478	N	N	*,10087,*	2227	20	0.00898069151324652	0.664609557109557	0.0439405884072774	Bacteria	 Synergistetes	 Synergistia	 Synergistales	 Synergistaceae	 Thermanaerovibrio	 Thermanaerovibrio acidaminovorans	0	0	pbccs	2021-09-02	Nanopore-Illumina	NA
contig_10088	2670	0	0	0	0	N	Y	10088	227	0	0	0	0	Bacteria	 Firmicutes	 Clostridia	 Clostridiales	 Heliobacteriaceae	 Heliobacterium	 Heliobacterium modesticaldum	0	0	pbccs	2021-09-02	Nanopore-Illumina	NA
contig_10092	24902	2.21065	1.54287	1.58468	2.09212	N	N	*,10092,*	949	23	0.0242360379346681	0.652519521728029	0.0585648893359031	Bacteria	 Firmicutes	 Clostridia	 Clostridiales	 Ruminococcaceae	 Ruminiclostridium	 [Clostridium] clariflavum	0	0	pbccs	2021-09-02	Nanopore-Illumina	NA
contig_10093	18041	2.88581	0.326425	1.45442	4.0605	N	N	*,10093,*	489	35	0.0715746421267894	0.653120847406562	0.106210799879212	Bacteria	 Chloroflexi	 Chloroflexia	 Chloroflexales	 Chloroflexaceae	 Chloroflexus	 Chloroflexus aggregans	0	0	pbccs	2021-09-02	Nanopore-Illumina	bin.0072
contig_10096	6638	1	0	5.24029	6.02831	N	Y	10096,*	1326	6	0.00452488687782805	0.642460317460318	0.0766777161842609	Bacteria	 Synergistetes	 Synergistia	 Synergistales	 Synergistaceae	 Aminobacterium	 Aminobacterium colombiense	0	0	pbccs	2021-09-02	Nanopore-Illumina	NA
contig_10099	7027	2.99273	0.00721917	7.59037	10.2161	N	Y	*,10099,*	2084	2	0.000959692898272553	0.702797202797203	0.0664335664335665	Bacteria	 Chlorobi	 Chlorobia	 Chlorobiales	 Chlorobiaceae	 Chlorobaculum	 Chlorobaculum tepidum	0	0	pbccs	2021-09-02	Nanopore-Illumina	NA
contig_101	45691	12.5091	49.473	24.4583	107.229	N	N	101	39174	66	0.00168479093276153	0.691905123319452	0.0822816763950961	Bacteria	 Firmicutes	 Clostridia	 Clostridiales	 Clostridiaceae	 Clostridium	 Unclassified	0	0	pbccs	2021-09-02	Nanopore-Illumina	bin.0010
contig_1010	24607	4.94284	4.4116	15.4699	100.029	N	N	*,1010,6746,6751,6752,6753,*	16527	777	0.0470139771283355	0.638737300954233	0.0968571634284425	Bacteria	 Firmicutes	 Clostridia	 Clostridiales	 Peptococcaceae	 Desulfotomaculum	 Desulfotomaculum gibsoniae	0	0	pbccs	2021-09-02	Nanopore-Illumina	NA
contig_10101	50104	6.84332	9.39799	9.13184	20.0149	N	N	*,10101,-3138,3137,3139	17742	74	0.00417089392402209	0.716347005119042	0.0738635678924023	Bacteria	 Bacteroidetes	 Bacteroidia	 Bacteroidales	 Porphyromonadaceae	 Petrimonas	 Petrimonas mucosa	0	0	pbccs	2021-09-02	Nanopore-Illumina	NA
contig_10104	21744	17.8474	46.1351	24.8987	49.3748	N	Y	10104,*	20968	5	0.000238458603586417	0.671111111111111	0.0870929686322908	Bacteria	 Proteobacteria	 Epsilonproteobacteria	 Campylobacterales	 Helicobacteraceae	 Wolinella	 Wolinella succinogenes	0	0	pbccs	2021-09-02	Nanopore-Illumina	bin.0025
contig_10107	32675	2.97599	1.41561	4.37485	3.4783	N	N	*,10107,*	20	1	0.05	0.7	0	Bacteria	 Proteobacteria	 Alphaproteobacteria	 Sphingomonadales	 Sphingomonadaceae	 Zymomonas	 Zymomonas mobilis	0	0	pbccs	2021-09-02	Nanopore-Illumina	bin.0072
contig_10108	21240	20.2335	16.689	32.7619	40.3886	N	Y	*,10108,*	20460	28	0.00136852394916911	0.639801923109581	0.0723960921169633	Bacteria	 Bacteroidetes	 Bacteroidia	 Bacteroidales	 Porphyromonadaceae	 Petrimonas	 Petrimonas mucosa	0	0	pbccs	2021-09-02	Nanopore-Illumina	NA
contig_10111	155910	3.0654	2.70277	3.02008	3.49389	N	N	*,10111,*	77	0	0	0	0	Bacteria	 Firmicutes	 Clostridia	 Clostridiales	 Clostridiaceae	 Clostridium	 Clostridium tetani	0	0	pbccs	2021-09-02	Nanopore-Illumina	NA
contig_10112	12928	5.76287	1.91662	7.32501	1.16374	N	Y	*,10112,*	1033	0	0	0	0	Bacteria	 Planctomycetes	 Phycisphaerae	 Phycisphaerales	 Phycisphaeraceae	 Phycisphaera	 Phycisphaera mikurensis	0	0	pbccs	2021-09-02	Nanopore-Illumina	NA
contig_10113	58220	3.20883	2.8593	2.18114	2.10517	N	N	*,10113,*	368	39	0.105978260869565	0.634056968672353	0.0938854585807908	Bacteria	 Firmicutes	 Clostridia	 Thermoanaerobacterales	 Thermoanaerobacterales Family IV. Incertae Sedis	 Mahella	 Mahella australiensis	0	0	pbccs	2021-09-02	Nanopore-Illumina	NA
contig_10114	139299	3.33068	4.0312	6.61511	8.02577	N	N	*,10114,*	3831	133	0.0347167841294701	0.640461103663518	0.0698863134651324	Bacteria	 Firmicutes	 Bacilli	 Lactobacillales	 Enterococcaceae	 Melissococcus	 Melissococcus plutonius	0	0	pbccs	2021-09-02	Nanopore-Illumina	bin.0017
contig_10115	6330	6.89968	0.094156	36.1239	19.2458	N	Y	*,10115,*	6330	4	0.000631911532385466	0.644778832278832	0.0856664332400602	Bacteria	 Deferribacteres	 Deferribacteres	 Deferribacterales	 Deferribacteraceae	 Flexistipes	 Flexistipes sinusarabici	0	0	pbccs	2021-09-02	Nanopore-Illumina	bin.0134
contig_10117	8322	7.23213	3.11106	17.7761	15.1153	N	Y	*,10117,*	6079	10	0.00164500740253331	0.634754722401781	0.0820000206440785	Bacteria	 Spirochaetes	 Spirochaetia	 Spirochaetales	 Spirochaetaceae	 Sphaerochaeta	 Sphaerochaeta globosa	0	0	pbccs	2021-09-02	Nanopore-Illumina	NA
contig_10118	47501	3.88535	2.666	8.36658	13.1116	N	N	*,10118,*	2825	42	0.0148672566371681	0.624963924963925	0.0740083679954442	Bacteria	 Firmicutes	 Negativicutes	 Veillonellales	 Veillonellaceae	 Veillonella	 Veillonella parvula	0	0	pbccs	2021-09-02	Nanopore-Illumina	bin.0091
contig_10119	77958	2.95252	3.04439	2.49674	2.32358	N	N	*,10119,*	47	6	0.127659574468085	0.583333333333333	0.0687184270936277	Bacteria	 Armatimonadetes	 Fimbriimonadia	 Fimbriimonadales	 Fimbriimonadaceae	 Fimbriimonas	 Fimbriimonas ginsengisoli	0	0	pbccs	2021-09-02	Nanopore-Illumina	bin.0057
contig_10120	14438	4.48985	0.773011	4.9228	6.06531	N	N	*,10120,*	430	0	0	0	0	Bacteria	 Bacteroidetes	 Bacteroidia	 Bacteroidales	 Unclassified	 Unclassified	 Bacteroidales bacterium CF	0	0	pbccs	2021-09-02	Nanopore-Illumina	bin.0173
contig_10123	72613	2.99808	1.97622	7.45465	6.22333	N	N	*,10123,*	666	22	0.033033033033033	0.652547452547453	0.071418301239405	Bacteria	 Firmicutes	 Clostridia	 Clostridiales	 Syntrophomonadaceae	 Syntrophothermus	 Syntrophothermus lipocalidus	0	0	pbccs	2021-09-02	Nanopore-Illumina	bin.0172
contig_10124	3008310	9.34603	13.0896	11.7106	13.5709	N	N	*,10124,14151	292114	1258	0.00430653785850729	0.651185235445379	0.0835725993049087	Bacteria	 Bacteroidetes	 Cytophagia	 Cytophagales	 Cytophagaceae	 Emticicia	 Emticicia oligotrophica	0	0	pbccs	2021-09-02	Nanopore-Illumina	bin.0094
contig_10126	7311	1.16785	0.145572	3.02137	2.17053	N	Y	*,10126,*	10	0	0	0	0	Bacteria	 Proteobacteria	 Gammaproteobacteria	 Legionellales	 Legionellaceae	 Legionella	 Unclassified	0	0	pbccs	2021-09-02	Nanopore-Illumina	NA
