contig	contig_len_bp	cov_long	cov_long_var	cov_ilm	cov_ilm_var	status_circular	status_repeat	graph_path	cmseq_total_covered_bases	total_polymorphic_bases	total_polymorphic_rate	dominant_allele_distr_mean	dominant_allele_distr_sd	domain	phylum	class	order	family	genus	species	AMR_count	VIR_count	mags_workflow_name	mags_workflow_date	mags_workflow_mode	bin
contig_10021	16725	4.03548	5.43145	2.60863	14.2264	N	N	*,10021,*	1311	0	0	0	0	Bacteria	 Bacteroidetes	 Cytophagia	 Cytophagales	 Flammeovirgaceae	 Flammeovirga	 Flammeovirga sp. MY04	0	0	r10	2021-08-31	Nanopore-Illumina	NA
contig_10022	11708	4.65712	3.19096	3.8177	6.8351	N	N	*,10022,*	646	14	0.021671826625387	0.55	0.05	Bacteria	 Planctomycetes	 Phycisphaerae	 Unclassified	 Unclassified	 Unclassified	 Phycisphaerae bacterium L21-RPul-D3	0	0	r10	2021-08-31	Nanopore-Illumina	NA
contig_10023	13671	2.48458	0.433666	1.18076	3.00634	N	N	*,10023,*	752	36	0.0478723404255319	0.633789821289821	0.0646909108030094	Bacteria	 Firmicutes	 Clostridia	 Halanaerobiales	 Halobacteroidaceae	 Acetohalobium	 Acetohalobium arabaticum	0	0	r10	2021-08-31	Nanopore-Illumina	bin.0088
contig_10024	36737	7.4465	5.33182	6.03198	11.1673	N	N	*,10024,*	18494	1112	0.0601276089542554	0.639656416226433	0.08665048334935	Bacteria	 Firmicutes	 Limnochordia	 Limnochordales	 Limnochordaceae	 Limnochorda	 Limnochorda pilosa	0	0	r10	2021-08-31	Nanopore-Illumina	NA
contig_10025	16000	5.48946	4.8205	4.81981	12.1329	N	N	*,10025,*	3949	115	0.0291212965307673	0.645013042513043	0.0955992513924872	Bacteria	 Firmicutes	 Clostridia	 Halanaerobiales	 Halanaerobiaceae	 Halanaerobium	 Halanaerobium hydrogeniformans	0	0	r10	2021-08-31	Nanopore-Illumina	NA
contig_10026	4442	5.64026	6.07807	10.3204	92.7624	N	N	*,10026,*	2351	14	0.00595491280306253	0.652289025044443	0.0756182221422529	Viruses	 Unclassified	 Unclassified	 Caudovirales	 Siphoviridae	 Unclassified	 Cellulophaga phage phi10:1	0	0	r10	2021-08-31	Nanopore-Illumina	bin.0064
contig_10027	33851	2.52972	1.43545	1.53936	3.93766	N	N	*,10027,*	8	0	0	0	0	Bacteria	 Proteobacteria	 Deltaproteobacteria	 Desulfobacterales	 Desulfobulbaceae	 Desulfobulbus	 Desulfobulbus propionicus	0	0	r10	2021-08-31	Nanopore-Illumina	bin.0036
contig_10028	4310	3.21803	0.387389	9.05433	24.7031	N	N	*,10028,*	2208	57	0.0258152173913043	0.68691227932714	0.0830730966556182	Bacteria	 Bacteroidetes	 Bacteroidia	 Bacteroidales	 Porphyromonadaceae	 Fermentimonas	 Fermentimonas caenicola	0	0	r10	2021-08-31	Nanopore-Illumina	NA
contig_10029	12186	11.7326	15.7614	18.5334	63.5275	N	Y	*,10029,*	12041	363	0.0301469977576613	0.660839727544188	0.0834295893445065	Bacteria	 Bacteroidetes	 Bacteroidia	 Bacteroidales	 Porphyromonadaceae	 Fermentimonas	 Fermentimonas caenicola	0	0	r10	2021-08-31	Nanopore-Illumina	NA
contig_1003	9873	1.90106	1.88921	1.81477	8.39611	N	N	*,1003,*	693	8	0.0115440115440115	0.651893939393939	0.047230155170104	Bacteria	 Proteobacteria	 Gammaproteobacteria	 Enterobacterales	 Enterobacteriaceae	 Cronobacter	 Cronobacter sakazakii	0	0	r10	2021-08-31	Nanopore-Illumina	NA
contig_10030	3214	2.25163	0.60497	1.55026	4.75029	N	N	*,10030,*	211	0	0	0	0	Bacteria	 Firmicutes	 Clostridia	 Clostridiales	 Clostridiaceae	 Clostridium	 Clostridium formicaceticum	0	0	r10	2021-08-31	Nanopore-Illumina	NA
contig_10031	34913	7.12945	14.1159	2.97935	6.03471	N	N	*,10031,*	774	0	0	0	0	Bacteria	 Tenericutes	 Mollicutes	 Acholeplasmatales	 Acholeplasmataceae	 Acholeplasma	 Acholeplasma palmae	0	0	r10	2021-08-31	Nanopore-Illumina	NA
contig_10033	17527	5.37394	5.05901	7.70058	16.6733	N	N	*,10033,*	5576	2	0.000358680057388809	0.732142857142857	0.0178571428571428	Bacteria	 Firmicutes	 Clostridia	 Clostridiales	 Oscillospiraceae	 Oscillibacter	 Oscillibacter valericigenes	0	0	r10	2021-08-31	Nanopore-Illumina	NA
contig_10034	4705	2.56685	0.264468	1.06696	1.32291	N	N	*,10034,*	0	0	0	0	0	Bacteria	 Bacteroidetes	 Bacteroidia	 Bacteroidales	 Porphyromonadaceae	 Proteiniphilum	 Proteiniphilum saccharofermentans	0	0	r10	2021-08-31	Nanopore-Illumina	NA
contig_10035	10544	4.3985	3.73461	4.25313	20.4955	N	N	*,10035,*	1236	0	0	0	0	Bacteria	 Bacteroidetes	 Bacteroidia	 Bacteroidales	 Porphyromonadaceae	 Petrimonas	 Petrimonas mucosa	0	0	r10	2021-08-31	Nanopore-Illumina	NA
contig_10036	16382	2.88634	0.975643	2.89385	5.47915	N	N	*,10036,*	1330	77	0.0578947368421053	0.678421236362611	0.0781123559273319	Bacteria	 Firmicutes	 Limnochordia	 Limnochordales	 Limnochordaceae	 Limnochorda	 Limnochorda pilosa	0	0	r10	2021-08-31	Nanopore-Illumina	NA
contig_10037	16218	5.46347	8.35392	5.85493	12.9398	N	N	*,10037,*	5872	239	0.0407016348773842	0.661354169354156	0.0879262299319075	Bacteria	 Bacteroidetes	 Bacteroidia	 Bacteroidales	 Porphyromonadaceae	 Unclassified	 Unclassified	0	0	r10	2021-08-31	Nanopore-Illumina	NA
contig_10038	8726	2.52215	0.692219	0.961987	1.75976	N	N	*,10038,*	0	0	0	0	0	Bacteria	 Firmicutes	 Clostridia	 Thermoanaerobacterales	 Thermoanaerobacteraceae	 Tepidanaerobacter	 Tepidanaerobacter acetatoxydans	0	0	r10	2021-08-31	Nanopore-Illumina	NA
contig_10039	3296	3.14654	1.20111	0.483153	1.09111	N	N	*,10039,*	0	0	0	0	0	Bacteria	 Firmicutes	 Bacilli	 Lactobacillales	 Lactobacillaceae	 Lactobacillus	 Lactobacillus paracasei	0	0	r10	2021-08-31	Nanopore-Illumina	NA
contig_10040	4818	4.69901	5.42042	6.31962	29.4688	N	N	*,10040,*	2027	17	0.00838677849037987	0.71821104976632	0.0664432465392832	Bacteria	 Firmicutes	 Clostridia	 Clostridiales	 Clostridiaceae	 Geosporobacter	 Geosporobacter ferrireducens	0	0	r10	2021-08-31	Nanopore-Illumina	NA
contig_10041	12690	3.2925	1.78538	2.75367	5.81024	N	N	*,10041,*	382	5	0.0130890052356021	0.663846153846154	0.10075454972328	Bacteria	 Proteobacteria	 Alphaproteobacteria	 Sphingomonadales	 Erythrobacteraceae	 Erythrobacter	 Erythrobacter atlanticus	0	0	r10	2021-08-31	Nanopore-Illumina	bin.0047
contig_10042	9143	3.79006	1.79214	2.27421	4.73271	N	N	*,10042,*	51	3	0.0588235294117647	0.611111111111111	0.0785674201318386	Bacteria	 Proteobacteria	 Gammaproteobacteria	 Pseudomonadales	 Pseudomonadaceae	 Pseudomonas	 Pseudomonas sp. CCOS 191	0	0	r10	2021-08-31	Nanopore-Illumina	NA
contig_10043	11567	3.55671	2.89536	2.44372	3.71779	N	N	*,10043,*	145	0	0	0	0	Bacteria	 Planctomycetes	 Planctomycetia	 Planctomycetales	 Gemmataceae	 Gemmata	 Gemmata sp. SH-PL17	0	0	r10	2021-08-31	Nanopore-Illumina	NA
contig_10044	3799	2.66045	0.255023	1.84927	2.4187	N	N	*,10044,*	0	0	0	0	0	Bacteria	 Firmicutes	 Clostridia	 Clostridiales	 Heliobacteriaceae	 Heliobacterium	 Heliobacterium modesticaldum	0	0	r10	2021-08-31	Nanopore-Illumina	NA
contig_10046	4690	1.7207	0.622564	1.31608	3.14467	N	N	*,10046,*	0	0	0	0	0	Bacteria	 Firmicutes	 Clostridia	 Clostridiales	 Lachnospiraceae	 Lachnoclostridium	 [Clostridium] saccharolyticum	0	0	r10	2021-08-31	Nanopore-Illumina	NA
contig_10047	16581	4.55121	5.28751	2.65449	6.17938	N	N	*,10047,*	299	0	0	0	0	Bacteria	 Firmicutes	 Clostridia	 Clostridiales	 Christensenellaceae	 Christensenella	 Christensenella massiliensis	0	0	r10	2021-08-31	Nanopore-Illumina	NA
contig_10048	7848	4.81697	9.27202	5.07288	24.0334	N	Y	*,10048	2513	89	0.0354158376442499	0.666094872262472	0.0798012238253649	Bacteria	 Firmicutes	 Clostridia	 Clostridiales	 Syntrophomonadaceae	 Syntrophomonas	 Syntrophomonas wolfei	0	0	r10	2021-08-31	Nanopore-Illumina	bin.0014
contig_10049	20378	3.94676	4.51878	2.82114	12.2607	N	N	*,10049,*	2742	10	0.00364697301239971	0.642979797979798	0.102982869354429	Bacteria	 Firmicutes	 Clostridia	 Thermoanaerobacterales	 Thermoanaerobacteraceae	 Tepidanaerobacter	 Tepidanaerobacter acetatoxydans	0	0	r10	2021-08-31	Nanopore-Illumina	bin.0077
contig_1005	254719	5.54802	8.42037	8.13402	29.3254	N	N	*,1005,*	152918	3652	0.0238820805922128	0.653737153364102	0.0898158000706922	Bacteria	 Synergistetes	 Synergistia	 Synergistales	 Synergistaceae	 Aminobacterium	 Aminobacterium colombiense	0	0	r10	2021-08-31	Nanopore-Illumina	bin.0078
contig_10052	13896	4.16397	2.45304	0.848829	1.60706	N	N	*,10052,*	42	0	0	0	0	Bacteria	 Acidobacteria	 Solibacteres	 Solibacterales	 Solibacteraceae	 Candidatus Solibacter	 Candidatus Solibacter usitatus	0	0	r10	2021-08-31	Nanopore-Illumina	NA
contig_10053	8699	4.22435	2.17552	1.33899	2.1352	N	N	*,10053,*	0	0	0	0	0	Bacteria	 Firmicutes	 Bacilli	 Bacillales	 Bacillaceae	 Geobacillus	 Unclassified	0	0	r10	2021-08-31	Nanopore-Illumina	NA
contig_10054	44468	9.49389	8.48551	9.68214	26.0436	N	N	*,10054,*	26649	199	0.00746744718375924	0.707628629811675	0.0765102414658381	Bacteria	 Bacteroidetes	 Bacteroidia	 Bacteroidales	 Porphyromonadaceae	 Proteiniphilum	 Proteiniphilum saccharofermentans	0	0	r10	2021-08-31	Nanopore-Illumina	bin.0046
contig_10055	15043	2.71557	0.529915	2.24582	4.53143	N	N	*,10055,*	368	11	0.0298913043478261	0.646633258046301	0.0983922337339174	Bacteria	 Proteobacteria	 Deltaproteobacteria	 Desulfovibrionales	 Desulfovibrionaceae	 Desulfovibrio	 Desulfovibrio magneticus	0	0	r10	2021-08-31	Nanopore-Illumina	NA
contig_10056	7028	3.0711	0.839563	4.63405	9.93193	N	N	*,10056,*	1347	4	0.00296956198960653	0.625757575757576	0.0760147151188541	Bacteria	 Firmicutes	 Clostridia	 Halanaerobiales	 Halanaerobiaceae	 Halothermothrix	 Halothermothrix orenii	0	0	r10	2021-08-31	Nanopore-Illumina	NA
contig_10057	688827	23.8005	54.0029	33.577	164.973	N	N	10057	672566	6587	0.00979383435975057	0.625155723563151	0.0876592880540635	Bacteria	 Bacteroidetes	 Bacteroidia	 Marinilabiliales	 Salinivirgaceae	 Salinivirga	 Salinivirga cyanobacteriivorans	0	0	r10	2021-08-31	Nanopore-Illumina	bin.0091
contig_10058	38097	2.73384	1.40823	2.68944	6.53088	N	N	*,10058,*	1045	3	0.00287081339712919	0.733495670995671	0.0403365446464785	Bacteria	 Firmicutes	 Clostridia	 Thermoanaerobacterales	 Thermoanaerobacterales Family IV. Incertae Sedis	 Mahella	 Mahella australiensis	0	0	r10	2021-08-31	Nanopore-Illumina	bin.0031
contig_10059	19132	3.81535	2.31068	1.75508	3.35625	N	N	*,10059,*	237	38	0.160337552742616	0.653183658446816	0.0695589984408766	Bacteria	 Firmicutes	 Bacilli	 Bacillales	 Bacillaceae	 Bacillus	 Bacillus sp. 1NLA3E	0	0	r10	2021-08-31	Nanopore-Illumina	NA
contig_1006	21611	3.57681	4.43568	1.57439	6.17494	N	N	*,1006	1444	55	0.0380886426592798	0.600034884484645	0.0881951322631227	Bacteria	 Proteobacteria	 Betaproteobacteria	 Burkholderiales	 Comamonadaceae	 Acidovorax	 Acidovorax citrulli	0	0	r10	2021-08-31	Nanopore-Illumina	NA
contig_10060	12714	4.39422	3.15284	3.49514	20.0765	N	N	*,10060,*	882	8	0.0090702947845805	0.622252747252747	0.0474718597327886	Bacteria	 Bacteroidetes	 Bacteroidia	 Bacteroidales	 Porphyromonadaceae	 Porphyromonas	 Porphyromonas gingivalis	0	0	r10	2021-08-31	Nanopore-Illumina	bin.0024
contig_10061	4745	3.71208	1.30434	3.34581	10.672	N	N	*,10061,*	374	0	0	0	0	Bacteria	 Actinobacteria	 Actinobacteria	 Streptomycetales	 Streptomycetaceae	 Streptomyces	 Streptomyces glaucescens	0	0	r10	2021-08-31	Nanopore-Illumina	NA
contig_10062	17964	5.97115	6.38693	2.35416	4.86612	N	N	*,10062,*	437	13	0.0297482837528604	0.621759010220549	0.096614929879457	Bacteria	 Firmicutes	 Clostridia	 Clostridiales	 Peptococcaceae	 Thermincola	 Thermincola potens	0	0	r10	2021-08-31	Nanopore-Illumina	bin.0026
contig_10063	2057	0.360776	0.230735	0.569481	1.88322	N	Y	*,10063,*	252	0	0	0	0	Bacteria	 Cyanobacteria	 Unclassified	 Chroococcales	 Aphanothecaceae	 Candidatus Atelocyanobacterium	 Candidatus Atelocyanobacterium thalassa	0	0	r10	2021-08-31	Nanopore-Illumina	NA
contig_10065	5908	2.98229	0.757007	0.705627	1.14889	N	N	*,10065,*	0	0	0	0	0	Bacteria	 Proteobacteria	 Gammaproteobacteria	 Oceanospirillales	 Hahellaceae	 Hahella	 Hahella chejuensis	0	0	r10	2021-08-31	Nanopore-Illumina	NA
contig_10066	15957	4.01803	2.11231	1.36515	2.90876	N	N	*,10066,*	0	0	0	0	0	Bacteria	 Bacteroidetes	 Flavobacteriia	 Flavobacteriales	 Flavobacteriaceae	 Elizabethkingia	 Unclassified	0	0	r10	2021-08-31	Nanopore-Illumina	NA
contig_10067	20080	3.13447	0.499891	1.1422	2.47304	N	N	*,10067,*	38	0	0	0	0	Bacteria	 Bacteroidetes	 Sphingobacteriia	 Sphingobacteriales	 Sphingobacteriaceae	 Pedobacter	 Pedobacter sp. PACM 27299	0	0	r10	2021-08-31	Nanopore-Illumina	NA
contig_10068	9627	3.30273	0.887022	1.77208	3.35539	N	N	*,10068,*	0	0	0	0	0	Bacteria	 Firmicutes	 Clostridia	 Clostridiales	 Clostridiaceae	 Clostridium	 Unclassified	0	0	r10	2021-08-31	Nanopore-Illumina	bin.0084
contig_10069	15053	2.7471	2.13804	0.814937	1.77029	N	N	*,10069,*	0	0	0	0	0	Bacteria	 Actinobacteria	 Actinobacteria	 Streptomycetales	 Streptomycetaceae	 Streptomyces	 Unclassified	0	0	r10	2021-08-31	Nanopore-Illumina	NA
contig_1007	12547	3.75704	1.48686	2.92119	6.05672	N	N	*,1007,*	893	37	0.0414333706606943	0.606511056511057	0.087010224964029	Bacteria	 Proteobacteria	 Betaproteobacteria	 Burkholderiales	 Burkholderiaceae	 Burkholderia	 Burkholderia gladioli	0	0	r10	2021-08-31	Nanopore-Illumina	NA
contig_10070	32273	4.26249	5.01395	3.23323	10.0959	N	Y	*,10070	1507	0	0	0	0	Bacteria	 Tenericutes	 Mollicutes	 Acholeplasmatales	 Acholeplasmataceae	 Acholeplasma	 Acholeplasma brassicae	0	0	r10	2021-08-31	Nanopore-Illumina	NA
contig_10071	19898	4.34879	2.73621	4.81558	13.4385	N	N	*,10071,*	2567	25	0.00973899493572263	0.68975227713463	0.0671209397116376	Bacteria	 Firmicutes	 Clostridia	 Clostridiales	 Ruminococcaceae	 Mageeibacillus	 Mageeibacillus indolicus	0	0	r10	2021-08-31	Nanopore-Illumina	NA
contig_10072	77836	6.587	10.1975	3.54256	6.96932	N	N	*,10070,10072,*	2712	4	0.00147492625368732	0.640909090909091	0.0520251051920891	Bacteria	 Firmicutes	 Erysipelotrichia	 Erysipelotrichales	 Erysipelotrichaceae	 Erysipelothrix	 Erysipelothrix larvae	0	0	r10	2021-08-31	Nanopore-Illumina	NA
contig_10073	5768	4.89712	1.19329	5.12602	22.3607	N	N	*,10073,*	1732	71	0.0409930715935335	0.729636152594335	0.0446255778287407	Bacteria	 Firmicutes	 Bacilli	 Bacillales	 Bacillaceae	 Geobacillus	 Unclassified	0	0	r10	2021-08-31	Nanopore-Illumina	bin.0043
contig_10074	15112	3.9069	0.858017	2.16916	3.53892	N	N	*,10074,*	0	0	0	0	0	Bacteria	 Actinobacteria	 Actinobacteria	 Bifidobacteriales	 Bifidobacteriaceae	 Bifidobacterium	 Bifidobacterium actinocoloniiforme	0	0	r10	2021-08-31	Nanopore-Illumina	NA
contig_10075	17035	5.19935	8.00297	5.15564	15.8773	N	N	*,10075,*	2516	21	0.00834658187599364	0.755979734551163	0.0213012340327708	Bacteria	 Planctomycetes	 Phycisphaerae	 Unclassified	 Unclassified	 Unclassified	 Phycisphaerae bacterium L21-RPul-D3	0	0	r10	2021-08-31	Nanopore-Illumina	NA
contig_10076	8309	2.61981	0.320001	2.95097	6.60619	N	N	*,10076,*	258	0	0	0	0	Bacteria	 Unclassified	 Unclassified	 Unclassified	 Unclassified	 Unclassified	 Unclassified	0	0	r10	2021-08-31	Nanopore-Illumina	NA
contig_10077	17154	3.16584	2.68299	2.02917	19.5486	N	N	*,10077,*	794	23	0.0289672544080605	0.62918458353241	0.0984851017199828	Bacteria	 Firmicutes	 Clostridia	 Clostridiales	 Ruminococcaceae	 Ruminiclostridium	 [Clostridium] clariflavum	0	0	r10	2021-08-31	Nanopore-Illumina	NA
contig_10078	44639	3.63557	3.00933	3.79808	13.3501	N	N	*,10078,*	12089	441	0.0364794441227562	0.654522677802779	0.0860484973693567	Bacteria	 Firmicutes	 Bacilli	 Bacillales	 Bacillaceae	 Bacillus	 Unclassified	0	0	r10	2021-08-31	Nanopore-Illumina	NA
contig_10079	9331	1.65026	0.50109	0.711034	1.11451	N	N	*,10079,*	203	40	0.197044334975369	0.602968842937821	0.123315526630258	Bacteria	 Proteobacteria	 Alphaproteobacteria	 Rhodospirillales	 Acetobacteraceae	 Granulibacter	 Granulibacter bethesdensis	0	0	r10	2021-08-31	Nanopore-Illumina	bin.0036
contig_1008	7045	4.13517	2.24369	2.1343	4.11165	N	N	*,1008,*	64	0	0	0	0	Bacteria	 Acidobacteria	 Solibacteres	 Solibacterales	 Solibacteraceae	 Candidatus Solibacter	 Candidatus Solibacter usitatus	0	0	r10	2021-08-31	Nanopore-Illumina	bin.0009
contig_10080	8823	2.92067	0.162524	2.40862	5.45002	N	N	*,10080,*	91	0	0	0	0	Bacteria	 Acidobacteria	 Solibacteres	 Solibacterales	 Solibacteraceae	 Candidatus Solibacter	 Candidatus Solibacter usitatus	0	0	r10	2021-08-31	Nanopore-Illumina	bin.0049
contig_10082	22529	3.25287	2.74459	1.6293	3.55899	N	N	*,10082,*	55	0	0	0	0	Bacteria	 Planctomycetes	 Phycisphaerae	 Unclassified	 Unclassified	 Unclassified	 Phycisphaerae bacterium L21-RPul-D3	0	0	r10	2021-08-31	Nanopore-Illumina	NA
contig_10083	4911	1.75341	0.187495	0.916404	1.72455	N	N	*,10083,*	0	0	0	0	0	Bacteria	 Firmicutes	 Clostridia	 Clostridiales	 Ruminococcaceae	 Ruminiclostridium	 [Clostridium] stercorarium	0	0	r10	2021-08-31	Nanopore-Illumina	bin.0094
contig_10084	37486	4.89278	3.34424	4.50667	9.64404	N	N	*,10084,*	5054	37	0.0073209339137317	0.604566076779699	0.0890369878870712	Bacteria	 Firmicutes	 Clostridia	 Clostridiales	 Lachnospiraceae	 Lachnoclostridium	 [Clostridium] saccharolyticum	0	0	r10	2021-08-31	Nanopore-Illumina	bin.0103
contig_10085	2191	1.44684	0.267887	0.253797	0.443387	N	N	*,10085,*	0	0	0	0	0	Bacteria	 Proteobacteria	 Gammaproteobacteria	 Legionellales	 Legionellaceae	 Legionella	 Legionella hackeliae	0	0	r10	2021-08-31	Nanopore-Illumina	NA
contig_10086	36016	12.4413	8.43147	17.5274	34.9577	N	Y	*,10086,*	33990	14	0.000411885848779053	0.756565314384863	0.0345904941933662	Bacteria	 Proteobacteria	 Betaproteobacteria	 Burkholderiales	 Burkholderiaceae	 Cupriavidus	 Cupriavidus metallidurans	0	0	r10	2021-08-31	Nanopore-Illumina	NA
contig_10088	5573	2.1938	0.80546	3.23788	9.24849	N	N	*,10088,*	299	0	0	0	0	Bacteria	 Firmicutes	 Bacilli	 Bacillales	 Paenibacillaceae	 Paenibacillus	 Paenibacillus beijingensis	0	0	r10	2021-08-31	Nanopore-Illumina	bin.0062
contig_10089	7233	3.54172	1.83225	0.995906	1.46505	N	N	*,10089,*	0	0	0	0	0	Bacteria	 Proteobacteria	 Deltaproteobacteria	 Desulfuromonadales	 Desulfuromonadaceae	 Pelobacter	 Pelobacter carbinolicus	0	0	r10	2021-08-31	Nanopore-Illumina	NA
