Genome	X2_cov.Relative.Abundance....	X4_cov.Relative.Abundance....	X3_cov.Relative.Abundance....	X1_cov.Relative.Abundance....	X104_cov.Relative.Abundance....
bin.0037	0.1279806	0.062477324	0.06484613	0.06601024	0.055670485
bin.0038	0.19482645	0.21732686	0.16650471	0.1627564	0.16877002
bin.0039	0.22290088	0.16611841	0.15376966	0.16163063	0.15384544
bin.0040	0.2858768	0.34309968	0.23399742	0.2360715	0.22152446
bin.0041	0.12196651	0.012465138	0.120737605	0.124229535	0.191682
bin.0042	2.4130685	1.5126995	4.4389195	4.3191733	4.5757685
bin.0043	0.15132037	0.067712545	0.07516609	0.07839347	0.07170713
bin.0044	0.3463439	0.18446845	0.2629293	0.26674873	0.2825522
bin.0045	0.27858514	0.27947292	0.21368854	0.21165265	0.17776126
bin.0046	7.250212	2.6137516	11.773528	11.0055485	12.453335
bin.0047	0.3034057	0.529464	0.39273855	0.37378666	0.31269765
bin.0048	0.16782875	0.17160235	0.11123688	0.11690721	0.09158597
bin.0049	0.1805243	0.15051085	0.13366824	0.13975869	0.12066751
bin.0050	0.48638266	0.6410622	0.37668702	0.39834347	0.26945153
bin.0051	0.13821469	0.08591019	0.07408655	0.07493723	0.05446031
bin.0052	0.15517041	0.06945753	0.13755302	0.13971214	0.18645908
bin.0053	1.015211	1.0751065	0.60950243	0.6284878	0.43933973
bin.0054	0.1403282	0.10904257	0.102975994	0.10750836	0.08005912
bin.0055	0.2280837	0.19377565	0.2580014	0.24817626	0.25498933
bin.0056	0.13691206	0.07748164	0.09047766	0.09032909	0.081357665
bin.0057	0.27751663	0.22581375	0.1788748	0.18433575	0.16125643
bin.0058	8.347914	10.413387	5.44854	5.686084	5.164197
bin.0059	0.5749809	0.3492328	0.8260454	0.8067179	0.92490137
bin.0060	0.36651045	0.48984686	0.27371252	0.28369293	0.22799619
bin.0061	0.29273227	0.21660544	0.51381254	0.48001924	0.5101733
bin.0062	0.75027317	0.36231202	1.4497528	1.3614031	1.629854
bin.0063	0.14232776	0.052807685	0.09467285	0.09507497	0.08576875
bin.0064	0.36662182	0.61129457	0.2831709	0.30741748	0.37313876
bin.0065	0.30671445	0.5252502	0.33764762	0.3418952	0.29259083
bin.0066	0.22043239	0.16435575	0.19266193	0.20181505	0.2062242
bin.0067	0.77311844	0.7369885	0.51791793	0.54315275	0.47625422
bin.0068	0.104808815	0.03546097	0.05248349	0.0530215	0.054420065
bin.0069	0.14515458	0.073920354	0.0836456	0.084247656	0.0786696
bin.0070	0.2843431	0.26959786	0.2565796	0.2657364	0.28984657
bin.0071	0.21839643	0.21571329	0.1507257	0.14769438	0.08428865
bin.0072	2.7912085	3.294656	2.3326998	2.4204895	2.231186
bin.0073	0.43092182	0.48317915	0.47054493	0.4536586	0.47113845
bin.0074	1.2784746	1.4801857	0.91633546	0.9314016	0.72765964
bin.0075	0.16312788	0.122743145	0.1267936	0.12714258	0.12023988
bin.0076	4.336982	4.5785127	3.74102	3.8073895	3.3850963
bin.0077	0.13635395	0.09576207	0.09493004	0.091421716	0.07688431
bin.0078	0.13693471	0.056678742	0.06374783	0.062029265	0.04709531
bin.0079	3.700676	3.542679	4.037934	4.113234	4.1941924
bin.0080	3.3333316	7.0244117	3.4628043	3.521271	4.003584
bin.0081	0.13544115	0.07735953	0.076535426	0.080212705	0.06993251
bin.0082	0.1293724	0.024703318	0.12284611	0.11817015	0.102179855
bin.0083	1.248258	2.0074024	0.90224177	0.9470636	0.66084206
bin.0084	0.14601223	0.095451966	0.101446606	0.10232537	0.099133186
bin.0085	0.13494182	0.07163509	0.19981958	0.1839062	0.21775398
bin.0086	1.128578	1.3179271	0.9416907	1.0026402	1.2472159
bin.0087	0.13816018	0.05570056	0.124895476	0.125443	0.12907557
bin.0088	0.15434211	0.11415925	0.096341826	0.10124261	0.08477126
bin.0089	0.16433446	0.1810316	0.10265183	0.10104807	0.08099088
bin.0090	0.8373596	1.6620355	0.946501	0.97689426	0.87642723
bin.0091	0.13293578	0.02123502	0.21747604	0.20332596	0.19203246
bin.0092	0.2003698	0.14724852	0.2106924	0.21634786	0.19990525
bin.0093	0.74115145	1.1700704	0.5595544	0.5837841	0.41070524
bin.0094	0.094780385	0.048714418	0.036064517	0.03603032	0.029936194
bin.0095	0.83346355	0.8638127	0.5890866	0.6242561	0.5299235
bin.0096	0.7358409	0.52763903	0.80284834	0.8348755	1.0147394
bin.0097	0.10997431	0.04582019	0.056812797	0.056268502	0.05167454
bin.0098	0.2909064	0.35459355	0.49305722	0.4778881	0.4999133
bin.0099	0.36599928	0.3356784	0.31452963	0.3215592	0.30453038
bin.0100	0.20383273	0.13819979	0.2258958	0.22302662	0.30275038
bin.0101	0.1158104	0.074584045	0.042579602	0.04552551	0.03562854
bin.0102	0.43516713	0.13656904	1.0240731	0.9620544	1.3789153
bin.0103	0.49060354	0.7054542	0.5009519	0.5158165	0.4667034
unmapped	23.926813	23.497694	23.761862	23.679615	22.670162
