Genome	X2_cov.Relative.Abundance....	X3_cov.Relative.Abundance....	X4_cov.Relative.Abundance....	X5_cov.Relative.Abundance....	X1_cov.Relative.Abundance....
bin.0069	0.22720368	0.15448104	0.22510849	0.22743683	0.22188275
bin.0070	0.50788337	0.38711044	0.46371418	0.46026823	0.56756306
bin.0071	0.31816003	0.20320925	0.5112064	0.47635925	0.5122963
bin.0072	0.07302768	0.038794078	0.14168599	0.12346196	0.13550441
bin.0073	1.3773378	1.7422836	0.89599353	0.93600214	0.64047456
bin.0074	0.34983078	0.46444306	0.4078851	0.38999653	0.31830835
bin.0075	0.7477673	0.3976284	1.4235941	1.3256795	1.6146001
bin.0076	0.112971656	0.026661301	0.20391758	0.18813649	0.19639118
bin.0077	0.5620129	0.6756748	0.5166035	0.5273831	0.45967722
bin.0078	0.18242145	0.20718427	0.12821083	0.1396407	0.11491337
bin.0079	0.16985437	0.20301066	0.15453477	0.1576695	0.15090135
bin.0080	1.3019179	1.4018793	0.8882374	0.9227912	0.7041944
bin.0081	0.8046613	1.1542089	0.5948159	0.6117791	0.41845787
bin.0082	0.24311559	0.18890995	0.26681644	0.2522142	0.25955975
bin.0083	0.11538524	0.10284658	0.17602746	0.17122549	0.16452871
bin.0084	0.11800299	0.10301061	0.12241624	0.1196125	0.123657055
bin.0085	0.16762535	0.14779392	0.11586579	0.1218337	0.10846204
bin.0086	0.17503165	0.17965108	0.16245899	0.15897128	0.1577865
bin.0087	0.15488334	0.043465428	0.16457838	0.16073011	0.19034298
bin.0088	2.681458	1.502598	4.49686	4.3347816	4.8037753
bin.0089	0.109950446	0.095120996	0.08917829	0.09080726	0.1045547
bin.0090	0.12555566	0.024067631	0.1342212	0.13507035	0.22413242
bin.0091	0.8327795	0.8737619	0.5784919	0.62093705	0.5156243
bin.0092	1.4178196	1.2674121	1.1811526	1.222515	1.1629792
bin.0093	5.5260983	4.1431513	6.4552903	6.3829556	6.762649
bin.0094	1.5116425	2.065681	1.2300204	1.2791165	0.81994814
bin.0095	0.10324046	0.0708842	0.17486794	0.17107745	0.20478712
bin.0096	0.13718359	0.08699439	0.1427016	0.14050794	0.14697473
bin.0097	0.3068615	0.13605435	0.372987	0.36732134	0.46290222
bin.0098	0.7205874	0.33299473	0.85896415	0.84665394	0.9478644
bin.0099	0.4749944	0.7295759	0.5659497	0.56960213	0.5389285
bin.0100	0.077282816	0.0058709825	0.09103707	0.09257045	0.17905574
bin.0101	1.0860538	1.5158693	0.7931393	0.8154487	0.5723939
bin.0102	0.15628833	0.08299871	0.14273739	0.14746714	0.20886727
bin.0103	4.0840306	3.2257292	3.9670315	4.0138116	4.0051637
bin.0104	8.635902	11.122361	5.618722	5.902045	5.1452413
bin.0105	0.14186582	0.08172733	0.15247075	0.15666935	0.17265077
bin.0106	0.31882152	0.3046279	0.23229717	0.24777861	0.22448431
bin.0107	0.05745667	0.042525858	0.1115363	0.11067296	0.14450264
bin.0108	0.16262856	0.103309326	0.14775862	0.14886414	0.15746093
bin.0109	0.18034224	0.16964115	0.13890432	0.14205827	0.14191996
bin.0110	0.5775666	0.35166726	0.7399775	0.7201317	0.76309144
bin.0111	0.1717301	0.11775893	0.12665416	0.1272737	0.14743741
bin.0112	0.32485595	0.3060381	0.23647974	0.24341568	0.2195417
unmapped	15.877401	16.454733	17.17279	17.097832	17.145992
