contigName	contigLen	totalAvgDepth	6_cov.bam	6_cov.bam-var
contig_29386	23406	19.1647	19.1647	196.807
contig_22313	18454	4.15805	4.15805	9.39632
contig_13941	6406	104.59	104.59	910.21
contig_10400	53306	2.5925	2.5925	4.05655
contig_29314	6110	0	0	0
contig_835	11167	0.394027	0.394027	0.803975
contig_6268	16539	8.43615	8.43615	67.5185
contig_1328	138602	35.6535	35.6535	122.528
contig_4107	16137	1.56264	1.56264	2.86869
contig_28442	4098	0.377913	0.377913	0.462667
contig_26694	23904	6.04488	6.04488	11.9888
contig_17444	83846	3.93757	3.93757	11.9582
contig_30209	44306	0.682829	0.682829	0.857218
contig_5188	5141	0	0	0
contig_29538	29992	2.34438	2.34438	4.09026
contig_4828	13888	1.15541	1.15541	2.36568
contig_23261	40397	3.37804	3.37804	17.052
contig_21209	12401	1.27516	1.27516	1.68361
contig_1230	1244	0.0548446	0.0548446	0.0518841
contig_11514	31242	0.46758	0.46758	0.919744
contig_12997	7942	0.113835	0.113835	0.17712
contig_2884	1.64638e+06	0.283988	0.283988	5.72709
contig_7257	3632	7.07122	7.07122	43.8452
contig_5171	30023	11.6218	11.6218	134.229
contig_7604	16141	0.270277	0.270277	0.412187
contig_16208	8061	0	0	0
contig_16281	22145	1.43737	1.43737	11.5629
contig_29385	12840	24.9299	24.9299	107.411
contig_30147	88091	0.00216054	0.00216054	0.00943034
contig_24555	3180	0.173927	0.173927	0.228237
contig_10924	4748	2.24315	2.24315	3.728
contig_758	16560	0.456612	0.456612	0.890919
contig_28497	15797	2.12258	2.12258	6.5467
contig_30462	13586	0.592736	0.59281	1.55743
contig_19753	18602	0.252439	0.252439	1.41872
contig_755	5071	0.930502	0.930502	1.00533
contig_23817	4094	3.79817	3.79817	7.18228
contig_20704	12807	4.90164	4.90164	34.6144
contig_13525	18080	0.709481	0.709481	1.09945
contig_666	303388	1.41223	1.41223	16.7878
contig_554	20474	5.55097	5.55097	17.7791
contig_18303	2710	0.265625	0.265625	0.64532
contig_5177	24214	0.611827	0.611827	0.863926
contig_29044	28483	1.39805	1.39805	2.89616
contig_8540	4056	0.218894	0.218894	0.292926
contig_21433	6279	0.424702	0.424702	0.445114
contig_19075	6584	0.843799	0.843799	2.51081
contig_2404	18716	4.49537	4.49537	22.9898
contig_18531	39824	8.368	8.368	16.0229
contig_4833	224990	4.27258	4.27259	8.38574
contig_5683	22275	0.277107	0.277107	0.505596
contig_22757	7767	8.70605	8.70605	21.497
contig_25368	4427	0.206219	0.206219	0.326485
contig_25978	2334	0	0	0
contig_20253	6128	0	0	0
contig_21794	12851	0	0	0
contig_15935	1690	52.7974	52.7974	118.522
contig_26089	9691	0.00366838	0.00366838	0.00365697
contig_24549	6430	1.32086	1.32086	1.62393
contig_7603	678460	0.151717	0.151717	0.376339
contig_29411	78685	3.9267	3.9267	6.94273
contig_6605	44016	3.35463	3.35463	4.89099
contig_9438	67358	0.00299072	0.00299072	0.0124982
contig_8280	1307	0	0	0
contig_9834	2275	2.86306	2.86306	5.23316
contig_6029	15140	3.0445	3.0445	4.70828
contig_20618	3931	0	0	0
contig_25905	6950	0	0	0
contig_18904	16875	8.12054	8.12054	195.563
contig_26601	4701	0.705559	0.705559	0.916794
contig_7619	28490	56.7617	56.7617	835.475
contig_12344	2111	2.61856	2.61856	7.62885
contig_8941	12674	1.21591	1.21591	2.75015
contig_18992	8637	0.493814	0.493814	0.767056
contig_18049	2253	0.945792	0.945792	2.17308
contig_6778	3261	0	0	0
contig_3576	19045	7.30569	7.30569	247.041
contig_12435	11558	0.518671	0.518671	0.788391
contig_28248	11435	1.52548	1.52548	11.1072
contig_7322	1520	31.9131	31.9131	123.561
contig_29377	8543	6.66949	6.66949	16.0272
contig_24858	6485	0	0	0
contig_14644	2410	0	0	0
contig_6376	378075	0.970375	0.970375	1.445
contig_5805	5946	4.7538	4.7538	10.6771
contig_4525	83219	4.95761	4.95763	160.07
contig_18665	9201	0.484366	0.484366	0.705861
contig_28076	9868	4.16958	4.16958	12.2168
contig_21380	13968	8.63345	8.63352	54.6774
contig_18819	3630	4.42414	4.42414	11.105
contig_10732	4663	0.671394	0.671394	2.30793
contig_16294	14676	0.291959	0.291959	0.418288
contig_8246	201156	0.706302	0.706302	3.43469
contig_26202	9397	0.737536	0.737536	0.949809
contig_19297	9932	0.2431	0.2431	0.56577
contig_29926	35231	1.05866	1.05866	1.77349
contig_18814	46577	2.14464	2.14464	3.8074
contig_22176	3722	4.29955	4.29955	6.64782
contig_27476	13273	3.63804	3.63804	6.66385
contig_21898	5956	0	0	0
contig_7745	11847	0	0	0
contig_23620	4030	11.616	11.616	31.3238
contig_3432	25563	14.0473	14.0473	280.786
contig_24071	4401	1.42225	1.42225	1.54662
contig_2055	29552	1.90524	1.90524	16.0105
contig_24903	9363	0	0	0
contig_20297	15651	1.34798	1.34798	2.22676
contig_16697	15345	0.49694	0.49694	0.670332
contig_27442	15947	1.62309	1.62309	3.4897
contig_2536	1678	16.5936	16.5942	26.4365
contig_17015	8831	5.50121	5.50121	15.0771
contig_8301	3245	10.7719	10.7719	319.302
contig_30081	72224	0.802536	0.802536	1.27831
contig_25977	11194	0.108475	0.108475	0.108666
contig_24292	5414	0	0	0
contig_30713	256990	3.90327	3.90327	6.3101
contig_25871	24741	0.799479	0.799479	1.78495
contig_13536	28980	5.01117	5.01117	8.28715
contig_4342	51119	1.13787	1.13787	3.86652
contig_1108	41215	2.14175	2.14175	5.05211
contig_10503	1058	1.54515	1.54515	1.31329
contig_5294	1537	2.73035	2.73035	8.35295
contig_6994	13055	0.244789	0.244789	0.255993
contig_12540	15989	0.0959025	0.0959025	0.107919
contig_29961	49614	4.43583	4.43583	8.10088
contig_17207	57545	0.97045	0.97045	1.83145
contig_11164	4627	3.06723	3.06746	9.73267
contig_13500	46422	2.19357	2.19357	11.369
contig_24873	5832	0.127068	0.127068	0.110952
contig_23459	7955	0.506214	0.506214	1.18843
contig_25919	10244	4.24638	4.24638	8.08892
contig_9027	7842	21.2105	21.2105	397.988
contig_26160	5536	0.670256	0.670256	0.827905
contig_20684	28138	0.530978	0.530978	0.782735
contig_26270	3011	0	0	0
contig_10432	21233	3.84348	3.84348	23.6858
contig_20916	9684	0.503147	0.503251	0.866026
contig_10186	34768	3.15073	3.15073	9.95384
contig_22130	26943	0.650468	0.650468	0.907324
contig_26168	3184	0.41793	0.41793	0.579642
contig_20986	71709	2.62217	2.62217	5.2529
contig_19006	1141	0	0	0
contig_21174	35511	0.00291281	0.00291281	0.00861603
contig_24272	13368	0.185278	0.185278	0.237535
contig_19382	21490	1.15623	1.15623	2.42195
contig_16541	9183	0.642644	0.642754	1.4608
contig_5262	10996	12.3798	12.3798	446.017
contig_2678	27080	1.68968	1.68968	3.81945
contig_26673	9339	0	0	0
contig_14209	29880	2.27639	2.27639	2.99544
contig_27543	11244	0.345953	0.345953	0.698613
contig_464	99144	4.61627	4.61628	27.7047
contig_1402	13416	1.13802	1.13802	2.12341
contig_9225	6182	0.752653	0.752653	1.49442
contig_18783	8112	0	0	0
contig_15237	2740	0	0	0
contig_16285	7890	0.0416021	0.0416021	0.0398767
contig_18402	19772	0.0763429	0.0763429	0.118127
contig_16508	15133	0.179003	0.179003	0.294521
contig_25417	3097	0.276892	0.276892	0.288543
contig_28184	5563	10.0059	10.0059	52.1337
contig_6766	28780	0.023402	0.023402	0.0244633
contig_27482	28367	5.77957	5.77957	12.2941
contig_2354	81630	0.00339961	0.00339961	0.00485493
contig_30816	87936	2.30531	2.30531	4.02514
contig_20461	17045	0.391418	0.391418	0.532363
contig_23039	15173	1.57851	1.57851	3.01146
contig_2468	16386	2.07194	2.07194	3.96246
contig_2808	1824	0.4092	0.4092	0.509665
contig_20536	4408	3.99789	3.99789	31.2214
contig_21977	149707	4.83551	4.83551	7.59847
contig_6368	41525	1.00549	1.00549	1.2774
contig_19342	5532	0.171498	0.171498	0.176311
contig_21844	12874	0	0	0
contig_8944	11019	9.38495	9.38495	140.474
contig_30156	19837	0.679027	0.679027	1.08638
contig_20164	15761	3.98149	3.98149	10.5559
contig_214	1184	2.65474	2.65474	26.0128
contig_6294	12271	0	0	0
contig_30728	18867	0.374846	0.374846	0.610136
contig_24862	4873	0.545204	0.545204	1.16245
contig_2992	16612	14.9179	14.9179	181.749
contig_24810	10817	1.64489	1.64489	2.67138
contig_22126	9029	0.294966	0.294966	0.344729
contig_18391	42233	0.327068	0.327068	0.542782
contig_20123	12057	0.552532	0.552532	7.04981
contig_29340	64770	0.600665	0.600665	0.957805
contig_29917	5407	0.465665	0.465665	0.731722
contig_30923	70392	0.115173	0.115173	1.46709
contig_843	24945	9.60516	9.60516	192.057
contig_13503	7527	0.698522	0.698522	1.21634
contig_16481	12383	0	0	0
contig_261	1124	21.4784	21.4784	133.006
contig_2836	13029	4.37006	4.37006	10.9935
contig_11087	41289	0.794647	0.794647	3.42773
contig_17031	9263	2.86645	2.86645	5.11437
contig_28844	58720	0.0451767	0.0451767	0.0747488
contig_26498	9071	0	0	0
contig_11329	43768	0.0188225	0.0188225	0.0302642
contig_27539	9033	0.468873	0.468873	1.51764
contig_5593	16013	0	0	0
contig_29958	32115	1.28781	1.28781	2.43842
contig_20287	26351	0.162933	0.162933	1.57608
contig_14840	40212	4.19487	4.19487	18.4329
contig_20046	124092	0.362565	0.362565	0.615777
contig_7437	2778	1.39231	1.39231	6.05879
contig_15977	8820	14.8309	14.831	206.783
contig_18093	10309	0	0	0
contig_13238	77040	56.5911	56.5911	394.478
contig_25243	3969	0.842105	0.842105	1.26602
contig_27443	47289	2.31764	2.31764	4.01468
contig_24460	9327	1.36068	1.36079	45.0246
contig_14905	22854	0.0273961	0.0273961	0.0628388
contig_15371	10766	0.194141	0.194141	0.219771
contig_596	120023	25.3801	25.3801	125.105
contig_26919	40344	6.50968	6.50968	15.0576
contig_21234	24800	3.13761	3.13761	11.8515
contig_19266	22863	0.624224	0.624224	0.982834
contig_16922	15397	8.15629	8.15629	134.596
contig_24619	13141	0.27011	0.27011	0.576841
contig_5353	2436	41.647	41.647	1000.82
contig_9992	6818	3.08533	3.08533	14.9381
contig_14958	13544	0	0	0
contig_30717	10681	3.18403	3.18403	12.9211
contig_20771	80560	3.08205	3.08205	23.3246
contig_30840	27208	2.67921	2.67921	7.85182
contig_27992	5773	19.905	19.905	33.7785
contig_15303	26524	0.526503	0.526503	2.25303
contig_26101	4074	0	0	0
contig_19102	4619	4.91363	4.91363	28.3405
contig_10605	27275	7.29124	7.29124	38.6175
contig_22429	2556	10.1301	10.1301	25.2026
contig_15499	21118	1.93514	1.93514	2.45974
contig_19886	36575	0.00636925	0.00636925	0.0101725
contig_21276	28744	0.452368	0.452368	3.6368
contig_2574	8651	0.0518763	0.0518763	0.114367
contig_28685	19218	0.876075	0.876075	1.21036
contig_27764	21556	7.77343	7.77343	35.3541
contig_19606	14853	0.573012	0.573012	0.80413
contig_21075	81497	3.94203	3.94203	155.167
contig_16433	15278	0.188921	0.188921	0.283447
contig_21013	15205	0.144869	0.144869	0.191517
contig_6937	21740	0.0805466	0.0805466	0.0993415
contig_25789	7453	2.7653	2.7653	29.4927
contig_21449	20491	0.0751684	0.0751684	0.109531
contig_12703	3592	0	0	0
contig_1049	251778	1.05848	1.05848	20.4333
contig_3188	14334	13.6376	13.6376	82.3205
contig_9086	3404	20.5771	20.5771	35.3383
contig_23358	20115	0.366441	0.366491	0.440877
contig_20056	21847	0	0	0
contig_9116	6489	2.59867	2.59867	9.0578
contig_13051	3334	0.830402	0.830402	1.46413
contig_29323	22552	55.8821	55.8821	1879.86
contig_21849	6869	0.831076	0.831076	1.3104
contig_449	41051	0.139239	0.139239	0.174482
contig_9765	4514	2.16705	2.16705	435.678
contig_27206	24808	0.0341877	0.0341877	0.355216
contig_24186	1624	1.20828	1.20896	2.51167
contig_17117	116115	4.57814	4.57814	13.198
contig_22839	7004	42.8814	42.8814	964.919
contig_19495	31184	2.591	2.591	8.29306
contig_13645	3148	0	0	0
contig_12206	7557	0.758472	0.758472	1.09377
contig_24626	9584	59.0858	59.0858	164.991
contig_26369	6839	0.252504	0.252504	0.348135
contig_26161	2285	0.0374707	0.0374707	0.0688858
contig_23614	12732	0.467732	0.467732	0.719652
contig_15219	11583	6.09114	6.09114	14.0565
contig_13965	2156	9.72532	9.72532	66.4727
contig_30323	15754	0.244873	0.244873	0.270081
contig_10438	43361	8.06491	8.06491	28.0977
contig_5322	190692	18.8078	18.8078	1503.77
contig_19173	2236	0.612176	0.612176	0.700832
contig_30503	1829	6.13043	6.13043	121.48
contig_27870	5690	5.21895	5.21895	7.10374
contig_26583	8231	1.34315	1.34315	3.42056
contig_12746	10928	0.104658	0.104658	0.117112
contig_19763	14266	0	0	0
contig_18763	1172	17.819	17.819	104.215
contig_24489	2671	1.46093	1.46093	1.88821
contig_7115	6770	0.974773	0.974773	2.08051
contig_20532	10798	19.8281	19.8281	83.1163
contig_16263	8441	4.71958	4.71958	6.92822
contig_30850	12049	0.862509	0.862509	1.359
contig_3927	5927	3.37251	3.37251	6.96414
contig_14459	25994	1.50325	1.50325	2.56368
contig_29014	260463	1.98135	1.98135	3.03152
contig_26727	7683	3.52131	3.52131	7.20825
contig_21908	34639	1.53861	1.53861	4.50337
contig_19188	101426	10.6851	10.6851	40.9423
contig_23382	10857	1.09825	1.09825	3.34691
contig_9317	14377	0	0	0
contig_3630	9238	0.164062	0.164062	0.223852
contig_4909	28397	1.11732	1.11732	7.46099
contig_16585	25769	1.41235	1.41235	3.78011
contig_24106	2265	0.270449	0.270449	0.57961
contig_28272	182139	0.000225288	0.000225288	0.000225226
contig_20878	20133	1.12295	1.12295	2.38907
contig_15014	3761	0	0	0
contig_26785	17645	1.02589	1.02589	1.18958
contig_6527	3930	0.995238	0.995238	2.53673
contig_19317	5538	2.53007	2.53007	3.77504
contig_3744	17009	7.54048	7.54048	30.9919
contig_30312	39883	3.41041	3.41041	6.65504
contig_8203	22821	0.366459	0.366459	0.481999
contig_29398	5724	18.1254	18.1254	47.5525
contig_24014	49280	4.13668	4.13668	7.7703
contig_20553	21487	2.69354	2.69354	8.95544
contig_10959	3278	0.789322	0.789322	0.885249
contig_11143	26237	2.6187	2.6187	12.891
contig_28489	10000	2.26914	2.26914	3.10495
contig_3486	8597	1.65988	1.65988	7.19491
contig_18407	25863	0.929996	0.929996	3.44011
contig_23823	15243	3.95071	3.95071	7.52915
contig_12019	43809	0.438054	0.438054	0.937645
contig_20071	2873	3.28535	3.28535	8.64106
contig_19459	1746	1.22619	1.22619	6.27042
contig_16542	8910	1.37523	1.37523	2.09927
contig_81	7387	5.73912	5.73912	13.836
contig_13596	21696	0.648798	0.648798	1.68141
contig_9104	227407	5.18185	5.18185	19.1081
contig_2753	8286	0.0368732	0.0368732	0.0396984
contig_25688	10453	0	0	0
contig_24848	38333	0.145457	0.145457	0.173714
contig_26962	16496	2.41998	2.41998	3.17841
contig_29892	31759	15.2042	15.2042	77.9959
contig_4916	51815	0.851176	0.851176	3.57822
contig_867	1661	1.61085	1.61085	4.98749
contig_23636	19039	0.957859	0.957859	1.37422
contig_8491	5670	136.939	136.939	14865.3
contig_13501	3604	1.08222	1.08222	1.09258
contig_25532	7210	0.48711	0.48711	0.566066
contig_22002	1182	11.5465	11.5465	81.9764
contig_7362	22945	1.46045	1.46045	4.40746
contig_30336	43107	40.7748	40.7748	615.03
contig_26699	16156	0	0	0
contig_8981	40802	0.903547	0.903547	11.7075
contig_29597	33087	0.000880469	0.000880469	0.00087909
contig_1498	1.00221e+06	4.8288	4.8288	13.8902
contig_10784	3840	3.37371	3.37371	7.78906
contig_20176	92071	2.38659	2.38659	4.36932
contig_22915	2752	0.115296	0.115296	0.102044
contig_25901	2735	0	0	0
contig_3930	3886	0.0802998	0.0802998	0.0738655
contig_14638	5729	3.94031	3.94031	6.56926
contig_29207	43257	6.71271	6.71271	16.9754
contig_16272	4251	0	0	0
contig_4550	20275	6.27404	6.27404	16.5563
contig_24471	8179	5.60194	5.60194	8.54431
contig_22595	54537	8.04827	8.04827	32.9655
contig_30236	78329	3.16183	3.16183	5.35388
contig_10592	16602	0.170374	0.170374	0.27627
contig_2802	16898	3.98704	3.98704	9.38573
contig_23146	9159	0.000333	0.000333	0.000332926
contig_15090	13504	0.0415606	0.0415606	0.0603494
contig_16530	10963	0.174882	0.174975	0.369793
contig_23535	10541	0.0033683	0.0033683	0.00335733
contig_27899	45713	0.964555	0.964555	5.95377
contig_25373	8426	1.22535	1.22535	1.30671
contig_26737	7897	0.810636	0.810636	1.38079
contig_26279	7695	0	0	0
contig_15282	44313	0.467926	0.467926	0.586211
contig_8569	111637	0.00261017	0.00261017	0.00428643
contig_23909	11313	0.219923	0.219923	0.29859
contig_24178	4887	0.249525	0.249525	0.289075
contig_22773	10893	0.102392	0.102392	0.617237
contig_26048	10249	4.32389	4.32399	17.5005
contig_5302	3223	7.93947	7.93947	33.9369
contig_2379	287676	5.8626	5.8626	139.819
contig_30575	9313	0	0	0
contig_11746	19798	0	0	0
contig_28401	7461	1.3626	1.3626	1.71763
contig_23763	3711	2.33726	2.33726	25.5965
contig_30107	28459	0	0	0
contig_18499	6474	4.58491	4.58491	21.331
contig_19213	31762	0.8691	0.8691	1.35348
contig_6753	6074	1.98717	1.98717	2.36317
contig_9028	12082	13.0573	13.0573	171.418
contig_4611	5394	10.312	10.312	29.0192
contig_15736	2036	0	0	0
contig_523	105252	2.44676	2.44676	44.2183
contig_25284	14219	0.0719312	0.0719312	0.112959
contig_29673	7571	2.25563	2.25563	36.1744
contig_24703	16323	1.36468	1.36468	2.68433
contig_24491	36637	0.710116	0.710116	1.13606
contig_6248	21968	26.9514	26.9514	62.6295
contig_13574	24408	0.221329	0.221329	0.341931
contig_19694	2586	0	0	0
contig_1574	11583	2.47993	2.47993	5.32329
contig_26898	5994	0.221424	0.221424	0.389463
contig_16818	14439	0.115263	0.115263	0.151379
contig_17181	5885	0.00959024	0.00959024	0.00949963
contig_6652	5911	3.60233	3.60233	42.395
contig_14623	26650	0.0826415	0.0826415	0.181937
contig_15446	41094	3.30942	3.30942	7.52394
contig_525	156675	44.7935	44.7935	392.934
contig_13591	7266	2.60596	2.60596	23.3812
contig_20261	19682	0	0	0
contig_21723	4663	2.71039	2.71039	10.5208
contig_23859	31344	9.35965	9.35965	19.0904
contig_19539	23854	0.226966	0.226966	0.345623
contig_14604	35760	3.02977	3.02977	7.94062
contig_4040	11452	75.7052	75.7052	722.552
contig_30284	24642	0.200719	0.200719	0.243191
contig_29133	21166	36.6126	36.6126	164.61
contig_20657	8157	0.273136	0.273136	0.527058
contig_24132	9516	4.01975	4.01975	7.90572
contig_19191	4806	2.03694	2.03694	3.61367
contig_11493	13207	3.10822	3.10822	15.3712
contig_5564	154712	3.98449	3.98449	8.83575
contig_29827	3169	0	0	0
contig_9936	43031	12.9824	12.9824	41.5811
contig_9880	2682	38.658	38.6584	412.849
contig_30217	30973	1.27645	1.27645	1.91129
contig_21742	73665	1.71194	1.71194	2.68611
contig_2615	4297	5.26115	5.26115	27.9019
contig_18100	22982	0.0631132	0.063157	0.969392
contig_9870	6164	0	0	0
contig_25781	11473	0	0	0
contig_29938	15381	6.41455	6.41455	29.0151
contig_13008	12484	0.194827	0.194827	0.331297
contig_24808	7704	0.111729	0.111729	0.248579
contig_21591	9079	1.78396	1.78396	4.28008
contig_24465	9413	0.18914	0.18914	0.228743
contig_30258	83125	0.685098	0.685098	1.11772
contig_360	37965	49.5645	49.5645	2645.95
contig_16875	197515	0.456403	0.456403	0.686526
contig_9287	3458	3.8425	3.8425	9.83344
contig_17920	5555	0	0	0
contig_20541	3694	1.94498	1.94498	7.12578
contig_16643	6573	46.8452	46.8452	1298.52
contig_369	27768	3.14643	3.14643	27.3905
contig_19725	2469	0.100906	0.100906	0.131318
contig_24297	38287	0	0	0
contig_22807	5561	0.76326	0.76326	0.781092
contig_27318	9944	0.196345	0.196345	0.240942
contig_2361	10430	1.97636	1.97636	2.82619
contig_4026	8539	11.695	11.695	19.6886
contig_10031	2278	0.648026	0.648026	1.85866
contig_23011	6847	2.98432	2.98432	3.79455
contig_27315	33931	0.472781	0.472781	0.862128
contig_322	18444	3.85618	3.85618	37.4303
contig_12183	3786	6.10011	6.10011	89.5944
contig_7261	3692	0.121683	0.121683	0.20068
contig_15760	49347	0.648495	0.648495	0.9246
contig_6086	17916	3.00985	3.00985	6.31244
contig_28501	35737	0.042937	0.042937	0.055976
contig_8310	9582	12.4724	12.4724	87.7555
contig_11607	24591	6.687	6.687	14.8328
contig_15486	46132	0	0	0
contig_21527	19004	0.671104	0.671104	1.0713
contig_26003	7556	0.574264	0.574264	0.556477
contig_5090	14314	7.97204	7.97204	24.1727
contig_3979	3003	0	0	0
contig_8871	14167	11.8796	11.8796	129.859
contig_3009	32968	5.92629	5.92629	40.0567
contig_16759	8387	0.595241	0.595241	1.71329
contig_21629	31040	0.614147	0.614147	1.54982
contig_22308	23442	0.147347	0.147347	0.219489
contig_5480	4159	0.126465	0.126715	0.192519
contig_13184	29305	0.0369405	0.0369405	0.113992
contig_24350	10564	1.52996	1.53006	3.89753
contig_20108	46881	1.59427	1.59427	4.90865
contig_12292	48212	56.8151	56.8151	1285.93
contig_21405	6641	0	0	0
contig_294	84634	8.77255	8.77255	218.231
contig_15225	405191	11.0562	11.0562	34.6018
contig_12933	4787	0.685357	0.685357	1.15101
contig_12865	5789	3.93226	3.93226	7.91457
contig_29685	20084	0.201264	0.201314	0.340596
contig_10870	102582	6.09766	6.09766	141.571
contig_17493	2664	2.22434	2.22434	8.69219
contig_7131	14745	2.46961	2.46961	7.61412
contig_27875	11011	2.77949	2.77958	4.48434
contig_12825	47818	2.94592	2.94592	12.8286
contig_4736	1787	8.71533	8.71533	38.8966
contig_9585	28001	4.02747	4.02747	11.8348
contig_9471	4348	0.464031	0.464031	0.871606
contig_26739	9391	0.679039	0.679039	1.72913
contig_10193	30751	0.00359465	0.00359465	0.00593701
contig_18700	3791	7.73908	7.73908	51.8319
contig_11859	10906	0.270268	0.270268	0.721159
contig_9212	3366	6.40951	6.40951	34.2362
contig_28904	22149	0.444066	0.444066	1.1776
contig_6077	13738	0	0	0
contig_19931	3676	3.35423	3.35423	7.04641
contig_17661	31667	0	0	0
contig_26666	20413	0.405221	0.405221	0.631916
contig_10128	1227	1.5376	1.5376	3.86409
contig_9632	4958	25.756	25.756	125.194
contig_11456	8082	0.412128	0.412128	0.803964
contig_30721	22123	0.0804624	0.0804624	0.0938424
contig_22419	7486	4.80712	4.80712	5.61213
contig_14621	2506	96.8497	96.8502	1240.57
contig_12024	2927	0.0244869	0.0244869	0.0238959
contig_3164	6613	0.967043	0.967043	1.70503
contig_30607	10368	38.345	38.345	426.427
contig_3599	4837	5.15938	5.15938	32.2107
contig_4585	6997	0.334307	0.334307	0.464783
contig_6544	10551	0.0715316	0.0715316	0.138729
contig_9393	22546	3.59122	3.59122	12.1407
contig_1594	33927	35.609	35.609	809.386
contig_30755	13440	0	0	0
contig_27952	24091	10.0402	10.0402	58.8111
contig_16101	53893	3.29511	3.29511	10.1827
contig_26074	16194	0	0	0
contig_30249	20397	2.02494	2.02494	3.87918
contig_14156	557670	6.14422	6.14422	17.9115
contig_1061	75143	3.94503	3.94503	8.15782
contig_28172	3058	0.0753095	0.0753095	0.125391
contig_8801	5932	1.14009	1.14026	2.80216
contig_22169	2266	3.36909	3.36909	16.6746
contig_25665	11908	0	0	0
contig_30909	47991	0.000585272	0.000585272	0.00058468
contig_20907	6299	0.292568	0.292568	0.33419
contig_12728	70128	44.962	44.962	770.125
contig_1483	188448	4.819	4.819	21.3692
contig_11404	1456	1.70061	1.70061	8.86115
contig_1891	14912	1.76582	1.76582	4.04222
contig_21257	4836	0.514298	0.514298	0.55293
contig_29557	5893	1.13338	1.13338	1.26292
contig_10253	3417	1.91001	1.91001	5.31401
contig_26013	7163	0.0382147	0.0382147	0.07498
contig_22990	8374	23.7522	23.7522	108.302
